term_id	term_name	term_source	He_down	He_up	Lind_down	Lind_up	Car(Aae)_down	Car(Aae)_up	Bai_F_abd_down	Bai_F_abd_up	Bai_F_head_down	Bai_F_head_up	Bai_M_abd_down	Bai_M_abd_up	Bai_M_head_down	Bai_M_head_up	He_down_adj_pvalue	He_up_adj_pvalue	Lind_down_adj_pvalue	Lind_up_adj_pvalue	Car(Aae)_down_adj_pvalue	Car(Aae)_up_adj_pvalue	Bai_F_abd_down_adj_pvalue	Bai_F_abd_up_adj_pvalue	Bai_F_head_down_adj_pvalue	Bai_F_head_up_adj_pvalue	Bai_M_abd_down_adj_pvalue	Bai_M_abd_up_adj_pvalue	Bai_M_head_down_adj_pvalue	Bai_M_head_up_adj_pvalue 
GO:0004022	alcohol dehydrogenase (NAD+) activity	GO:MF	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0.14421704920444248	1	1	1	1	1	1	0.02184152740403533	1	0.02582961626848304	1
GO:0004303	estradiol 17-beta-dehydrogenase activity	GO:MF	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0.14421704920444248	1	1	1	1	0.014371970405646866	1	1	1	0.012004243110540297	1
GO:0018455	alcohol dehydrogenase [NAD(P)+] activity	GO:MF	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0.14421704920444248	1	1	1	1	1	1	0.02184152740403533	1	0.02582961626848304	1
GO:0005384	manganese ion transmembrane transporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.14421704920444248	1	1	1	1	1	1	1	1	1	1
GO:0033764	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	GO:MF	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0.14421704920444248	1	1	1	1	0.014615563124387176	1	1	1	0.012037588230290375	1
GO:0032549	ribonucleoside binding	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.14421704920444248	1	1	1	1	1	1	1	1	1	1
GO:0015018	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.14421704920444248	1	1	1	1	1	1	1	1	1	1
GO:0015103	inorganic anion transmembrane transporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.14421704920444248	1	1	1	1	1	1	1	1	1	1
GO:1990518	single-stranded 3'-5' DNA helicase activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.14421704920444248	1	1	1	1	1	1	1	1	1	1
GO:0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.14564598741911972	1	1	1	1	1	1	1	1	1	1
GO:0008375	acetylglucosaminyltransferase activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.14705659521735087	1	1	1	1	1	1	1	1	1	1
GO:0016229	steroid dehydrogenase activity	GO:MF	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0.14705659521735087	1	1	1	1	0.01484318255009415	1	1	1	0.012338402021465647	1
GO:0004029	aldehyde dehydrogenase (NAD+) activity	GO:MF	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0.15159506020146643	1	1	1	1	0.044384261859535666	1	1	1	0.0007474729997420182	1
GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity	GO:MF	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0.15159506020146643	1	1	1	1	0.044384261859535666	1	1	1	0.0007474729997420182	1
GO:0043015	gamma-tubulin binding	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.15159506020146643	1	1	1	1	1	1	1	1	1	1
GO:0051011	microtubule minus-end binding	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.15159506020146643	1	1	1	1	1	1	1	1	1	1
GO:0030983	mismatched DNA binding	GO:MF	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0.15159506020146643	1	0.04400512747306651	1	1	1	1	1	1	1	1
GO:0015145	monosaccharide transmembrane transporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.15159506020146643	1	1	1	1	1	1	1	1	1	1
GO:0070273	phosphatidylinositol-4-phosphate binding	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.15159506020146643	1	1	1	1	1	1	1	1	1	1
GO:0061608	nuclear import signal receptor activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.15159506020146643	1	1	1	1	1	1	1	1	1	1
GO:0008241	peptidyl-dipeptidase activity	GO:MF	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0.15176642797647466	0.01122641509433929	1	1	1	0.019761459307764573	1	1	1	0.01071472147978971	1
GO:0022840	leak channel activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.15537360531125483	1	1	1	1	1	1	1	1	1	1
GO:0005375	copper ion transmembrane transporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.15537360531125483	1	1	1	1	1	1	1	1	1	1
GO:0005254	chloride channel activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.15537360531125483	1	1	1	1	1	1	1	1	1	1
GO:0046332	SMAD binding	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.15537360531125483	1	1	1	1	1	1	1	1	1	1
GO:0022842	narrow pore channel activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.15537360531125483	1	1	1	1	1	1	1	1	1	1
GO:0022841	potassium ion leak channel activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.15537360531125483	1	1	1	1	1	1	1	1	1	1
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	GO:MF	0	0	0	1	0	1	1	0	1	0	1	0	1	0	1	1	1	0.15537360531125483	1	0.08398368449719196	0.002497790965513988	1	0.019761459307764573	1	0.00001369571210364357	1	0.0007788364447651959	1
GO:0032450	maltose alpha-glucosidase activity	GO:MF	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0.15537360531125483	1	1	1	1	1	1	0.03374954383202806	1	1	1
GO:0035312	5'-3' exodeoxyribonuclease activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.15537360531125483	1	1	1	1	1	1	1	1	1	1
GO:0031267	small GTPase binding	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.15537360531125483	1	1	1	1	1	1	1	1	1	1
GO:0004558	alpha-1,4-glucosidase activity	GO:MF	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0.15537360531125483	1	1	1	1	1	1	0.03374954383202806	1	1	1
GO:0015379	potassium:chloride symporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.15537360531125483	1	1	1	1	1	1	1	1	1	1
GO:0051020	GTPase binding	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.15537360531125483	1	1	1	1	1	1	1	1	1	1
GO:0008157	protein phosphatase 1 binding	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.15537360531125483	1	1	1	1	1	1	1	1	1	1
GO:0008139	nuclear localization sequence binding	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.16135369771418262	1	1	1	1	1	1	1	1	1	1
GO:0090599	alpha-glucosidase activity	GO:MF	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0.16293955283486447	1	1	1	1	1	1	0.038141764376592724	1	1	1
GO:0140142	nucleocytoplasmic carrier activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.16293955283486447	1	1	1	1	1	1	1	1	1	1
GO:0001882	nucleoside binding	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.16293955283486447	1	1	1	1	1	1	1	1	1	1
GO:0140312	cargo adaptor activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.16293955283486447	1	1	1	1	1	1	1	1	1	1
GO:0008271	secondary active sulfate transmembrane transporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0.16293955283486447	1	1	1	1	1	1	0.012731718742394718	1	1	1
GO:0051119	sugar transmembrane transporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.1637749947911312	1	1	1	1	1	1	1	1	1	1
GO:0030145	manganese ion binding	GO:MF	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0.1637749947911312	1	1	1	1	0.04619318934011949	1	1	1	1	1
GO:0005385	zinc ion transmembrane transporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.1637749947911312	1	1	1	1	1	1	1	1	1	1
GO:0005253	anion channel activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.1637749947911312	1	1	1	1	1	1	1	1	1	1
GO:0042626	ATPase-coupled transmembrane transporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.1693799154390842	1	1	1	1	1	1	1	1	1	1
GO:0003997	acyl-CoA oxidase activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.171244849271102	1	1	1	1	1	1	1	1	1	1
GO:0050833	pyruvate transmembrane transporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.171244849271102	1	1	1	1	1	1	1	1	1	1
GO:0019903	protein phosphatase binding	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.17452441277354866	1	1	1	1	1	1	1	1	1	1
GO:0140597	protein carrier activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.1752404118515097	1	1	1	1	1	1	1	1	1	1
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	GO:MF	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	0.17630607756052566	1	1	1	1	0.012699689065235342	1	0.0002927556008676252	1	8.720850935616294e-9	1
GO:0003697	single-stranded DNA binding	GO:MF	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0.18126058539107773	1	1	0.024241970342138174	1	1	1	1	1	1	1
GO:0004032	alditol:NADP+ 1-oxidoreductase activity	GO:MF	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0.18126058539107773	1	1	1	1	0.014804894947855442	1	1	1	0.012048923862328637	1
GO:0015399	primary active transmembrane transporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18126058539107773	1	1	1	1	1	1	1	1	1	1
GO:0015926	glucosidase activity	GO:MF	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0.18126058539107773	1	1	1	1	0.03405214581887341	1	0.04234633423253414	1	1	1
GO:0015294	solute:cation symporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18126058539107773	1	1	1	1	1	1	1	1	1	1
GO:0019902	phosphatase binding	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18126058539107773	1	1	1	1	1	1	1	1	1	1
GO:0016798	hydrolase activity, acting on glycosyl bonds	GO:MF	0	0	0	1	0	1	1	0	1	0	1	0	1	0	1	1	1	0.18126058539107773	1	0.08398368449719196	0.002497790965513988	1	0.025957538385711087	1	0.0000049494298249018235	1	0.0021220061521777618	1
GO:0016758	hexosyltransferase activity	GO:MF	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0.18126058539107773	1	0.17574373639673063	1	1	0.02995295874190724	1	1	1	1	1
GO:0015020	glucuronosyltransferase activity	GO:MF	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0.1846089022019723	1	0.08398368449719196	1	1	0.025957538385711087	1	1	1	1	1
GO:0003678	DNA helicase activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18461068083272922	1	1	1	1	1	1	1	1	1	1
GO:0005504	fatty acid binding	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.19113175561362034	1	1	1	1	1	1	1	1	1	1
GO:0046943	carboxylic acid transmembrane transporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.19113175561362034	1	1	1	1	1	1	1	1	1	1
GO:0015144	carbohydrate transmembrane transporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.19113175561362034	1	1	1	1	1	1	1	1	1	1
GO:0005342	organic acid transmembrane transporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.19113175561362034	1	1	1	1	1	1	1	1	1	1
GO:0016634	oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.19113175561362034	1	1	1	1	1	1	1	1	1	1
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.19113175561362034	1	1	1	1	1	1	1	1	1	1
GO:0001055	RNA polymerase II activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.19113175561362034	1	1	1	1	1	1	1	1	1	1
GO:0008195	phosphatidate phosphatase activity	GO:MF	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0.193185185906551	1	1	1	1	1	0.049383936009084195	1	1	1	1
GO:0015377	cation:chloride symporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.1942451438095516	1	1	1	1	1	1	1	1	1	1
GO:0015296	anion:cation symporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.1942451438095516	1	1	1	1	1	1	1	1	1	1
GO:0008175	tRNA methyltransferase activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.19494682727146828	1	1	1	1	1	1	1	1	1	1
GO:0017116	single-stranded DNA helicase activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.1999856348124471	1	1	1	1	1	1	1	1	1	1
GO:0033293	monocarboxylic acid binding	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0.20525187437981984	1	1	1	1	1	1	1	1	0.028203897063132758	1
GO:0004181	metallocarboxypeptidase activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.20774752126997723	1	1	1	1	1	1	1	1	1	1
GO:0008409	5'-3' exonuclease activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.20779985439559354	1	1	1	1	1	1	1	1	1	1
GO:0031625	ubiquitin protein ligase binding	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.20779985439559354	1	1	1	1	1	1	1	1	1	1
GO:0140323	solute:anion antiporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0.20821327585215998	1	1	1	1	1	1	0.028001385550040597	1	1	1
GO:0015301	anion:anion antiporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0.20821327585215998	1	1	1	1	1	1	0.028001385550040597	1	1	1
GO:0004683	calmodulin-dependent protein kinase activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0.20828776067621046	1	1	1	1	1	1	1	0.02779976851034034	1	1
GO:0005048	signal sequence binding	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.20828776067621046	1	1	1	1	1	1	1	1	1	1
GO:0140104	molecular carrier activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.20828776067621046	1	1	1	1	1	1	1	1	1	1
GO:0060090	molecular adaptor activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.2094370407978351	1	1	1	1	1	1	1	1	1	1
GO:0044389	ubiquitin-like protein ligase binding	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.21067779743015252	1	1	1	1	1	1	1	1	1	1
GO:0015079	potassium ion transmembrane transporter activity	GO:MF	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0.21260617949179828	1	1	1	0.04100073897441739	1	1	1	0.02779976851034034	1	1
GO:0008483	transaminase activity	GO:MF	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0.22719056503310314	1	1	1	1	0.04117325615334004	1	1	1	0.020796203827001078	1
GO:0047834	D-threo-aldose 1-dehydrogenase activity	GO:MF	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0.22776859009875575	1	1	1	1	0.025957538385711087	1	1	1	0.00020638233496260728	1
GO:0015116	sulfate transmembrane transporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0.2277847535324215	1	1	1	1	1	1	0.03210918172088481	1	1	1
GO:0016757	glycosyltransferase activity	GO:MF	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0.2416744483449196	1	1	1	1	0.025957538385711087	1	1	1	1	1
GO:0071617	lysophospholipid acyltransferase activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.2416744483449196	1	1	1	1	1	1	1	1	1	1
GO:0008362	chitin-based embryonic cuticle biosynthetic process	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0008063	Toll signaling pathway	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0030514	negative regulation of BMP signaling pathway	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0007476	imaginal disc-derived wing morphogenesis	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0007475	apposition of dorsal and ventral imaginal disc-derived wing surfaces	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0031570	DNA integrity checkpoint signaling	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0007384	specification of segmental identity, thorax	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0008592	regulation of Toll signaling pathway	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0032119	sequestering of zinc ion	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0033345	asparagine catabolic process via L-aspartate	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0035107	appendage morphogenesis	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0035114	imaginal disc-derived appendage morphogenesis	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0035120	post-embryonic appendage morphogenesis	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0035608	protein deglutamylation	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0035610	protein side chain deglutamylation	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0036498	IRE1-mediated unfolded protein response	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0007472	wing disc morphogenesis	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0030510	regulation of BMP signaling pathway	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0019432	triglyceride biosynthetic process	GO:BP	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0.18981009408838834	1	1	1	1	0.00019386614958607785	1	1	1	0.004125688013452032	1
GO:0019541	propionate metabolic process	GO:BP	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	0.019216267707190763	1	1	1	1	1
GO:0019401	alditol biosynthetic process	GO:BP	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	0.014423971789410364	1	1	1	1	1
GO:0018345	protein palmitoylation	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0038166	angiotensin-activated signaling pathway	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0018231	peptidyl-S-diacylglycerol-L-cysteine biosynthetic process from peptidyl-cysteine	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0018230	peptidyl-L-cysteine S-palmitoylation	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0019543	propionate catabolic process	GO:BP	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	0.014423971789410364	1	1	1	1	1
GO:0019626	short-chain fatty acid catabolic process	GO:BP	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	0.024233384559933034	1	1	1	1	1
GO:0018215	protein phosphopantetheinylation	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0018198	peptidyl-cysteine modification	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0019835	cytolysis	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0016182	synaptic vesicle budding from endosome	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0015882	L-ascorbic acid transmembrane transport	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0015711	organic anion transport	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0010705	meiotic DNA double-strand break processing involved in reciprocal meiotic recombination	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0010042	response to manganese ion	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0030509	BMP signaling pathway	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0009636	response to toxic substance	GO:BP	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	0.012577535821539202	1	1	1	1	1
GO:0009066	aspartate family amino acid metabolic process	GO:BP	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	0.04296941739279002	1	1	1	1	1
GO:0009062	fatty acid catabolic process	GO:BP	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	1	0.18981009408838834	1	1	1	1	0.000009655267635419992	1	1	1	0.030573219706998323	1
GO:0040005	chitin-based cuticle attachment to epithelium	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0090288	negative regulation of cellular response to growth factor stimulus	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0042158	lipoprotein biosynthetic process	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0048737	imaginal disc-derived appendage development	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0050829	defense response to Gram-negative bacterium	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	0.1305745547537867
GO:0050830	defense response to Gram-positive bacterium	GO:BP	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0.18981009408838834	1	1	1	2.3621743517977024e-8	1	0.004004540560459653	1	1	1	0.1305745547537867
GO:0055071	manganese ion homeostasis	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:1904385	cellular response to angiotensin	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0061088	regulation of sequestering of zinc ion	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0061330	Malpighian tubule stellate cell differentiation	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0070252	actin-mediated cell contraction	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:1990776	response to angiotensin	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0098943	neurotransmitter receptor transport, postsynaptic endosome to lysosome	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0071476	cellular hypotonic response	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
GO:0071477	cellular hypotonic salinity response	GO:BP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0.18981009408838834	1	1	1	1	1	1	1	1	1	1
