term_id	term_name	term_source	He_down	He_up	Lind_down	Lind_up	Car_down	Car_up	Bai_F_abd_down	Bai_F_abd_up	Bai_F_head_down	Bai_F_head_up	Bai_M_abd_down	Bai_M_abd_up	Bai_M_head_down	Bai_M_head_up	Mean_adj_pvalue	He_down_adj_pvalue	He_up_adj_pvalue	Lind_down_adj_pvalue	Lind_up_adj_pvalue	Car_down_adj_pvalue	Car_up_adj_pvalue	Bai_F_abd_down_adj_pvalue	Bai_F_abd_up_adj_pvalue	Bai_F_head_down_adj_pvalue	Bai_F_head_up_adj_pvalue	Bai_M_abd_down_adj_pvalue	Bai_M_abd_up_adj_pvalue	Bai_M_head_down_adj_pvalue	Bai_M_head_up_adj_pvalue
GO:0004534	5'-3' exoribonuclease activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.121200073	1	1	0.121200073	1	1	1	1	1	1	1	1	1	1	1
GO:0004001	adenosine kinase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.121200073	1	1	0.121200073	1	1	1	1	1	1	1	1	1	1	1
GO:0003948	N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.121200073	1	1	0.121200073	1	1	1	1	1	1	1	1	1	1	1
GO:0009019	tRNA (guanine-N1-)-methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.121200073	1	1	0.121200073	1	1	1	1	1	1	1	1	1	1	1
GO:0034046	poly(G) binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.121200073	1	1	0.121200073	1	1	1	1	1	1	1	1	1	1	1
GO:0033961	cis-stilbene-oxide hydrolase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.121200073	1	1	0.121200073	1	1	1	1	1	1	1	1	1	1	1
GO:0004085	butyryl-CoA dehydrogenase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.121200073	1	1	0.121200073	1	1	1	1	1	1	1	1	1	1	1
GO:0008168	methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.121200073	1	1	0.121200073	1	1	1	1	1	1	1	1	1	1	1
GO:0003958	NADPH-hemoprotein reductase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.121200073	1	1	0.121200073	1	1	1	1	1	1	1	1	1	1	1
GO:0052720	class II DNA-(apurinic or apyrimidinic site) endonuclease activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.121200073	1	1	0.121200073	1	1	1	1	1	1	1	1	1	1	1
GO:0008374	O-acyltransferase activity	GO:MF	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.142652697	1	1	0.121200073	1	0.164105321	1	1	1	1	1	1	1	1	1
GO:0004540	ribonuclease activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.121200073	1	1	0.121200073	1	1	1	1	1	1	1	1	1	1	1
GO:0004828	serine-tRNA ligase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.121200073	1	1	0.121200073	1	1	1	1	1	1	1	1	1	1	1
GO:0008096	juvenile hormone epoxide hydrolase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.121200073	1	1	0.121200073	1	1	1	1	1	1	1	1	1	1	1
GO:0052890	"oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor"	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.121200073	1	1	0.121200073	1	1	1	1	1	1	1	1	1	1	1
GO:0016741	"transferase activity, transferring one-carbon groups"	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.121769602	1	1	0.121769602	1	1	1	1	1	1	1	1	1	1	1
GO:0016893	"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters"	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.124770914	1	1	0.124770914	1	1	1	1	1	1	1	1	1	1	1
GO:0004520	endodeoxyribonuclease activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.129980765	1	1	0.129980765	1	1	1	1	1	1	1	1	1	1	1
GO:0008172	S-methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.131102974	1	1	0.131102974	1	1	1	1	1	1	1	1	1	1	1
GO:0098988	G protein-coupled glutamate receptor activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.131102974	1	1	0.131102974	1	1	1	1	1	1	1	1	1	1	1
GO:0008469	histone-arginine N-methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.131102974	1	1	0.131102974	1	1	1	1	1	1	1	1	1	1	1
GO:0001640	adenylate cyclase inhibiting G protein-coupled glutamate receptor activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.131102974	1	1	0.131102974	1	1	1	1	1	1	1	1	1	1	1
GO:0001965	G-protein alpha-subunit binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.131102974	1	1	0.131102974	1	1	1	1	1	1	1	1	1	1	1
GO:0015108	chloride transmembrane transporter activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.131102974	1	1	0.131102974	1	1	1	1	1	1	1	1	1	1	1
GO:0003904	deoxyribodipyrimidine photo-lyase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.131102974	1	1	0.131102974	1	1	1	1	1	1	1	1	1	1	1
GO:0017128	phospholipid scramblase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.131102974	1	1	0.131102974	1	1	1	1	1	1	1	1	1	1	1
GO:0003913	DNA photolyase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.131102974	1	1	0.131102974	1	1	1	1	1	1	1	1	1	1	1
GO:0042054	histone methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.131102974	1	1	0.131102974	1	1	1	1	1	1	1	1	1	1	1
GO:0047555	"3',5'-cyclic-GMP phosphodiesterase activity"	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.141101489	1	1	0.141101489	1	1	1	1	1	1	1	1	1	1	1
GO:0051139	metal ion:proton antiporter activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.141101489	1	1	0.141101489	1	1	1	1	1	1	1	1	1	1	1
GO:0015385	sodium:proton antiporter activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.141101489	1	1	0.141101489	1	1	1	1	1	1	1	1	1	1	1
GO:0070180	large ribosomal subunit rRNA binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.141101489	1	1	0.141101489	1	1	1	1	1	1	1	1	1	1	1
GO:0070569	uridylyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.141101489	1	1	0.141101489	1	1	1	1	1	1	1	1	1	1	1
GO:0103073	anandamide amidohydrolase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.141101489	1	1	0.141101489	1	1	1	1	1	1	1	1	1	1	1
GO:0009378	four-way junction helicase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.141101489	1	1	0.141101489	1	1	1	1	1	1	1	1	1	1	1
GO:0004301	epoxide hydrolase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.141101489	1	1	0.141101489	1	1	1	1	1	1	1	1	1	1	1
GO:0004364	glutathione transferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.141101489	1	1	0.141101489	1	1	1	1	1	1	1	1	1	1	1
GO:0043225	ATPase-coupled inorganic anion transmembrane transporter activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.141101489	1	1	0.141101489	1	1	1	1	1	1	1	1	1	1	1
GO:0000049	tRNA binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.141101489	1	1	0.141101489	1	1	1	1	1	1	1	1	1	1	1
GO:0003735	structural constituent of ribosome	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.159335318	1	1	0.159335318	1	1	1	1	1	1	1	1	1	1	1
GO:0016803	ether hydrolase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.160759579	1	1	0.160759579	1	1	1	1	1	1	1	1	1	1	1
GO:0019206	nucleoside kinase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.160759579	1	1	0.160759579	1	1	1	1	1	1	1	1	1	1	1
GO:0005451	monovalent cation:proton antiporter activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.160759579	1	1	0.160759579	1	1	1	1	1	1	1	1	1	1	1
GO:0030165	PDZ domain binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.168971925	1	1	0.168971925	1	1	1	1	1	1	1	1	1	1	1
GO:0016641	"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor"	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.168971925	1	1	0.168971925	1	1	1	1	1	1	1	1	1	1	1
GO:0004536	deoxyribonuclease activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.168971925	1	1	0.168971925	1	1	1	1	1	1	1	1	1	1	1
GO:0015299	solute:proton antiporter activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.168971925	1	1	0.168971925	1	1	1	1	1	1	1	1	1	1	1
GO:0004114	"3',5'-cyclic-nucleotide phosphodiesterase activity"	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.168971925	1	1	0.168971925	1	1	1	1	1	1	1	1	1	1	1
GO:0016889	"endodeoxyribonuclease activity, producing 3'-phosphomonoesters"	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.168971925	1	1	0.168971925	1	1	1	1	1	1	1	1	1	1	1
GO:0001530	lipopolysaccharide binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.168971925	1	1	0.168971925	1	1	1	1	1	1	1	1	1	1	1
GO:0016653	"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor"	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.168971925	1	1	0.168971925	1	1	1	1	1	1	1	1	1	1	1
GO:0016788	"hydrolase activity, acting on ester bonds"	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.168971925	1	1	0.168971925	1	1	1	1	1	1	1	1	1	1	1
GO:0072582	17-beta-hydroxysteroid dehydrogenase (NADP+) activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.175589631	1	1	0.175589631	1	1	1	1	1	1	1	1	1	1	1
GO:0003995	acyl-CoA dehydrogenase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.175589631	1	1	0.175589631	1	1	1	1	1	1	1	1	1	1	1
GO:0000400	four-way junction DNA binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.175589631	1	1	0.175589631	1	1	1	1	1	1	1	1	1	1	1
GO:0072555	17-beta-ketosteroid reductase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.175589631	1	1	0.175589631	1	1	1	1	1	1	1	1	1	1	1
GO:0015347	sodium-independent organic anion transmembrane transporter activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.175589631	1	1	0.175589631	1	1	1	1	1	1	1	1	1	1	1
GO:0051117	ATPase binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.175589631	1	1	0.175589631	1	1	1	1	1	1	1	1	1	1	1
GO:0004112	cyclic-nucleotide phosphodiesterase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.175589631	1	1	0.175589631	1	1	1	1	1	1	1	1	1	1	1
GO:0048027	mRNA 5'-UTR binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.175589631	1	1	0.175589631	1	1	1	1	1	1	1	1	1	1	1
GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.175589631	1	1	0.175589631	1	1	1	1	1	1	1	1	1	1	1
GO:0140097	"catalytic activity, acting on DNA"	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.1766988	1	1	0.1766988	1	1	1	1	1	1	1	1	1	1	1
GO:0016801	"hydrolase activity, acting on ether bonds"	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.184289068	1	1	0.184289068	1	1	1	1	1	1	1	1	1	1	1
GO:0000253	3-keto sterol reductase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.184289068	1	1	0.184289068	1	1	1	1	1	1	1	1	1	1	1
GO:0016805	dipeptidase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.184289068	1	1	0.184289068	1	1	1	1	1	1	1	1	1	1	1
GO:0004526	ribonuclease P activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.184289068	1	1	0.184289068	1	1	1	1	1	1	1	1	1	1	1
GO:0004521	endoribonuclease activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.184289068	1	1	0.184289068	1	1	1	1	1	1	1	1	1	1	1
GO:0016423	tRNA (guanine) methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.184289068	1	1	0.184289068	1	1	1	1	1	1	1	1	1	1	1
GO:0140303	intramembrane lipid transporter activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.193462731	1	1	0.193462731	1	1	1	1	1	1	1	1	1	1	1
GO:0047372	acylglycerol lipase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.193462731	1	1	0.193462731	1	1	1	1	1	1	1	1	1	1	1
GO:0016894	"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters"	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.193462731	1	1	0.193462731	1	1	1	1	1	1	1	1	1	1	1
GO:0003676	nucleic acid binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.193462731	1	1	0.193462731	1	1	1	1	1	1	1	1	1	1	1
GO:0016842	amidine-lyase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.193462731	1	1	0.193462731	1	1	1	1	1	1	1	1	1	1	1
GO:0008266	poly(U) RNA binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.198350713	1	1	0.198350713	1	1	1	1	1	1	1	1	1	1	1
GO:0022853	active ion transmembrane transporter activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.198350713	1	1	0.198350713	1	1	1	1	1	1	1	1	1	1	1
GO:0016709	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"	GO:MF	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.148572795	1	1	0.198350713	1	0.098794878	1	1	1	1	1	1	1	1	1
GO:0070717	poly-purine tract binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.198350713	1	1	0.198350713	1	1	1	1	1	1	1	1	1	1	1
GO:0016273	arginine N-methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.198350713	1	1	0.198350713	1	1	1	1	1	1	1	1	1	1	1
GO:0016274	protein-arginine N-methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.198350713	1	1	0.198350713	1	1	1	1	1	1	1	1	1	1	1
GO:0008276	protein methyltransferase activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.198350713	1	1	0.198350713	1	1	1	1	1	1	1	1	1	1	1
GO:0004549	tRNA-specific ribonuclease activity	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.198350713	1	1	0.198350713	1	1	1	1	1	1	1	1	1	1	1
GO:0034660	ncRNA metabolic process	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.002659655	1	1	0.002659655	1	1	1	1	1	1	1	1	1	1	1
GO:0006520	cellular amino acid metabolic process	GO:BP	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0.007104892	1	1	0.021302007	1	1	1	1	1	9.56E-07	1	1	1	1.17132E-05	1
GO:0000959	mitochondrial RNA metabolic process	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.022721162	1	1	0.022721162	1	1	1	1	1	1	1	1	1	1	1
GO:0016202	regulation of striated muscle tissue development	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.059862803	1	1	0.059862803	1	1	1	1	1	1	1	1	1	1	1
GO:1901861	regulation of muscle tissue development	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.059862803	1	1	0.059862803	1	1	1	1	1	1	1	1	1	1	1
GO:0042254	ribosome biogenesis	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.059862803	1	1	0.059862803	1	1	1	1	1	1	1	1	1	1	1
GO:0140053	mitochondrial gene expression	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.059862803	1	1	0.059862803	1	1	1	1	1	1	1	1	1	1	1
GO:0090305	nucleic acid phosphodiester bond hydrolysis	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.059862803	1	1	0.059862803	1	1	1	1	1	1	1	1	1	1	1
GO:0034470	ncRNA processing	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.059862803	1	1	0.059862803	1	1	1	1	1	1	1	1	1	1	1
GO:0070127	tRNA aminoacylation for mitochondrial protein translation	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.059862803	1	1	0.059862803	1	1	1	1	1	1	1	1	1	1	1
GO:0044281	small molecule metabolic process	GO:BP	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0.020185632	1	1	0.060556896	1	1	1	1	1	4.81E-16	1	1	1	6.25E-13	1
GO:0009124	nucleoside monophosphate biosynthetic process	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.061397594	1	1	0.061397594	1	1	1	1	1	1	1	1	1	1	1
GO:0009156	ribonucleoside monophosphate biosynthetic process	GO:BP	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.051476955	1	1	0.061397594	1	1	1	1	1	0.041556315	1	1	1	1	1
GO:0006559	L-phenylalanine catabolic process	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.061397594	1	1	0.061397594	1	1	1	1	1	1	1	1	1	1	1
GO:0006558	L-phenylalanine metabolic process	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.061397594	1	1	0.061397594	1	1	1	1	1	1	1	1	1	1	1
GO:1901605	alpha-amino acid metabolic process	GO:BP	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0.020465926	1	1	0.061397594	1	1	1	1	1	1.45E-09	1	1	1	1.83E-07	1
GO:1902221	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.061397594	1	1	0.061397594	1	1	1	1	1	1	1	1	1	1	1
GO:1902222	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.061397594	1	1	0.061397594	1	1	1	1	1	1	1	1	1	1	1
GO:0006167	AMP biosynthetic process	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.061397594	1	1	0.061397594	1	1	1	1	1	1	1	1	1	1	1
GO:0006364	rRNA processing	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.065470033	1	1	0.065470033	1	1	1	1	1	1	1	1	1	1	1
GO:0009631	cold acclimation	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.069583855	1	1	0.069583855	1	1	1	1	1	1	1	1	1	1	1
GO:0042274	ribosomal small subunit biogenesis	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.069583855	1	1	0.069583855	1	1	1	1	1	1	1	1	1	1	1
GO:0016072	rRNA metabolic process	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.069876197	1	1	0.069876197	1	1	1	1	1	1	1	1	1	1	1
GO:0090646	mitochondrial tRNA processing	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.087597351	1	1	0.087597351	1	1	1	1	1	1	1	1	1	1	1
GO:0009161	ribonucleoside monophosphate metabolic process	GO:BP	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.047776858	1	1	0.087597351	1	1	1	1	1	0.007956365	1	1	1	1	1
GO:1901566	organonitrogen compound biosynthetic process	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.087597351	1	1	0.087597351	1	1	1	1	1	1	1	1	1	1	1
GO:0043436	oxoacid metabolic process	GO:BP	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0.031266805	1	1	0.093800413	1	1	1	1	1	6.74E-14	1	1	1	9.23E-10	1
GO:0009074	aromatic amino acid family catabolic process	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.093800413	1	1	0.093800413	1	1	1	1	1	1	1	1	1	1	1
GO:0035825	homologous recombination	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.093800413	1	1	0.093800413	1	1	1	1	1	1	1	1	1	1	1
GO:0019752	carboxylic acid metabolic process	GO:BP	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0.031266805	1	1	0.093800413	1	1	1	1	1	5.60E-14	1	1	1	7.74E-10	1
GO:0006011	UDP-glucose metabolic process	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.093800413	1	1	0.093800413	1	1	1	1	1	1	1	1	1	1	1
GO:0006418	tRNA aminoacylation for protein translation	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.094073375	1	1	0.094073375	1	1	1	1	1	1	1	1	1	1	1
GO:0022613	ribonucleoprotein complex biogenesis	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.097628106	1	1	0.097628106	1	1	1	1	1	1	1	1	1	1	1
GO:0006082	organic acid metabolic process	GO:BP	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0.032542702	1	1	0.097628106	1	1	1	1	1	1.03E-14	1	1	1	1.55E-09	1
GO:0043039	tRNA aminoacylation	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.097628106	1	1	0.097628106	1	1	1	1	1	1	1	1	1	1	1
GO:0007129	homologous chromosome pairing at meiosis	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.097628106	1	1	0.097628106	1	1	1	1	1	1	1	1	1	1	1
GO:0043038	amino acid activation	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.099642771	1	1	0.099642771	1	1	1	1	1	1	1	1	1	1	1
GO:0046033	AMP metabolic process	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.102000398	1	1	0.102000398	1	1	1	1	1	1	1	1	1	1	1
GO:0048634	regulation of muscle organ development	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.102000398	1	1	0.102000398	1	1	1	1	1	1	1	1	1	1	1
GO:0006399	tRNA metabolic process	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.109369049	1	1	0.109369049	1	1	1	1	1	1	1	1	1	1	1
GO:0009123	nucleoside monophosphate metabolic process	GO:BP	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.069337555	1	1	0.1106286	1	1	1	1	1	0.02804651	1	1	1	1	1
GO:0000963	mitochondrial RNA processing	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.110856033	1	1	0.110856033	1	1	1	1	1	1	1	1	1	1	1
GO:0009127	purine nucleoside monophosphate biosynthetic process	GO:BP	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.062214583	1	1	0.119650644	1	1	1	1	1	0.004778522	1	1	1	1	1
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	GO:BP	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.062214583	1	1	0.119650644	1	1	1	1	1	0.004778522	1	1	1	1	1
GO:0030490	maturation of SSU-rRNA	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.119650644	1	1	0.119650644	1	1	1	1	1	1	1	1	1	1	1
GO:1901606	alpha-amino acid catabolic process	GO:BP	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0.042294002	1	1	0.124323698	1	1	1	1	1	0.002461949	1	1	1	9.6357E-05	1
GO:0032240	negative regulation of nucleobase-containing compound transport	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.124337289	1	1	0.124337289	1	1	1	1	1	1	1	1	1	1	1
GO:0000964	mitochondrial RNA 5'-end processing	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.124337289	1	1	0.124337289	1	1	1	1	1	1	1	1	1	1	1
GO:0016256	N-glycan processing to lysosome	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.124337289	1	1	0.124337289	1	1	1	1	1	1	1	1	1	1	1
GO:0034970	histone H3-R2 methylation	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.124337289	1	1	0.124337289	1	1	1	1	1	1	1	1	1	1	1
GO:0070327	thyroid hormone transport	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.124337289	1	1	0.124337289	1	1	1	1	1	1	1	1	1	1	1
GO:0070184	mitochondrial tyrosyl-tRNA aminoacylation	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.124337289	1	1	0.124337289	1	1	1	1	1	1	1	1	1	1	1
GO:0097745	mitochondrial tRNA 5'-end processing	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.124337289	1	1	0.124337289	1	1	1	1	1	1	1	1	1	1	1
GO:0006518	peptide metabolic process	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.124337289	1	1	0.124337289	1	1	1	1	1	1	1	1	1	1	1
GO:0070158	mitochondrial seryl-tRNA aminoacylation	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.124337289	1	1	0.124337289	1	1	1	1	1	1	1	1	1	1	1
GO:0009409	response to cold	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.124337289	1	1	0.124337289	1	1	1	1	1	1	1	1	1	1	1
GO:0014706	striated muscle tissue development	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.124337289	1	1	0.124337289	1	1	1	1	1	1	1	1	1	1	1
GO:0007588	excretion	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.124337289	1	1	0.124337289	1	1	1	1	1	1	1	1	1	1	1
GO:0045143	homologous chromosome segregation	GO:BP	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.130136466	1	1	0.130136466	1	1	1	1	1	1	1	1	1	1	1
GO:0009063	cellular amino acid catabolic process	GO:BP	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0.048175203	1	1	0.138448474	1	1	1	1	1	0.006056973	1	1	1	2.01617E-05	1
GO:0046395	carboxylic acid catabolic process	GO:BP	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0.046151388	1	1	0.138448474	1	1	1	1	1	9.67E-07	1	1	1	4.72212E-06	1
