term_id	term_name	term_source	He_down	He_up	Lind_down	Lind_up	Car_down	Car_up	Bai_F_abd_down	Bai_F_abd_up	Bai_F_head_down	Bai_F_head_up	Bai_M_abd_down	Bai_M_abd_up	Bai_M_head_down	Bai_M_head_up	Mean_adj_pvalue	He_down_adj_pvalue	He_up_adj_pvalue	Lind_down_adj_pvalue	Lind_up_adj_pvalue	Car_down_adj_pvalue	Car_up_adj_pvalue	Bai_F_abd_down_adj_pvalue	Bai_F_abd_up_adj_pvalue	Bai_F_head_down_adj_pvalue	Bai_F_head_up_adj_pvalue	Bai_M_abd_down_adj_pvalue	Bai_M_abd_up_adj_pvalue	Bai_M_head_down_adj_pvalue	Bai_M_head_up_adj_pvalue
HP:0011805	Abnormal skeletal muscle morphology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.874724701	0.470882177	0.791622712	0.867350345	1	1	0.900360667	0.775981379	0.82372931	1	1	0.408428849	0.973857738	1
HP:0100547	Abnormality of forebrain morphology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.874724701	0.7189833	0.859293494	0.961144579	1	1	0.888014729	1	0.76397475	1	1	1	0.999882451	1
HP:0025032	Abnormality of digestive system physiology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.900176035	0.356679702	0.73296419	0.929493527	1	1	0.771512642	1	0.85693217	0.661732206	0.590992297	1	0.999882451	1
HP:0000929	Abnormal skull morphology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.906704263	0.57494405	0.787683953	0.799455439	1	1	0.962258291	1	0.717219521	0.668439095	1	1	0.999882451	1
HP:0100022	Abnormality of movement	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.906704263	0.576524213	0.787683953	0.918518596	1	1	0.932277949	0.995954461	0.8541453	1	1	0.975807648	0.935764903	1
HP:0003808	Abnormal muscle tone	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.906704263	0.324877863	0.828172696	0.867350345	1	1	0.962258291	1	0.763521619	0.668439095	1	1	0.993742999	1
HP:0001626	Abnormality of the cardiovascular system	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.910573718	0.588743733	0.88844869	0.930394227	1	1	0.725245727	0.20756448	0.828640146	0.67629705	1	0.571402437	0.999882451	1
HP:0012372	Abnormal eye morphology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.910573718	0.798106884	0.892947814	0.961841383	1	1	0.842610423	0.968828346	0.784729541	1	1	0.98180381	0.999882451	1
HP:0012373	Abnormal eye physiology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.914731059	0.608669179	0.863482293	0.743482219	1	1	0.972157349	0.990220545	0.862295721	0.684812545	1	1	0.999882451	1
HP:0012758	Neurodevelopmental delay	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.914731059	0.603478685	0.858907712	0.854715143	1	1	0.9700835	1	0.665865868	0.684812545	1	1	0.999882451	1
HP:0001574	Abnormality of the integument	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.914731059	0.608669179	0.863591772	0.812955134	1	1	0.93052951	0.871439168	0.5306683	0.684812545	0.578882719	0.782006728	0.839158451	1
HP:0009121	Abnormal axial skeleton morphology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.929216537	0.449990516	0.747168018	0.686993339	1	1	0.908147598	1	0.735704879	0.71039937	1	1	0.999882451	1
HP:0000119	Abnormality of the genitourinary system	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.929216537	0.324877863	0.997675744	0.810135614	1	1	0.565704623	0.975397495	0.735704879	1	0.860055133	0.98643899	0.865645485	1
HP:0011804	Abnormal muscle physiology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.930584305	0.324877863	0.787683953	0.905660244	1	1	0.972157349	0.991092516	0.862295721	0.72005038	1	0.929619647	0.940908699	1
HP:0012443	Abnormality of brain morphology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.930584305	0.676327281	0.876673797	0.774626305	1	1	0.573273526	1	0.76397475	0.72005038	1	1	0.999882451	1
HP:0001507	Growth abnormality	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.930584305	0.324877863	0.971809862	0.93120778	1	1	0.951979586	0.999292138	0.85098608	1	0.967762133	0.858250815	0.999882451	1
HP:0012759	Neurodevelopmental abnormality	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.937238131	1	1	1	1	1	1	1	1	1	1	1	1	1
HP:0011842	Abnormality of skeletal morphology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.937238131	1	1	1	1	1	1	1	1	1	1	1	1	1
HP:0012639	Abnormal nervous system morphology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.937238131	1	1	1	1	1	1	1	1	1	1	1	1	1
HP:0025031	Abnormality of the digestive system	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.937238131	0.520076079	0.579793385	0.81309931	1	1	0.871964841	1	0.810309606	0.747756639	0.703371281	1	0.867760563	1
HP:0000478	Abnormality of the eye	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.937238131	1	1	1	1	1	1	1	1	1	1	1	1	1
HP:0000271	Abnormality of the face	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.937238131	0.908217724	0.451071678	0.681586076	1	1	0.866300729	1	0.806725073	0.747756639	0.843563022	0.997323663	0.999882451	1
HP:0011446	Abnormality of higher mental function	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.937238131	1	1	1	1	1	1	1	1	1	1	1	1	1
HP:0002011	Morphological central nervous system abnormality	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.937238131	0.715652554	0.787683953	0.847154172	1	1	0.648576553	1	0.731889861	0.745524307	1	1	0.999882451	1
HP:0003011	Abnormality of the musculature	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.937238131	1	1	1	1	1	1	1	1	1	1	1	1	1
HP:0000924	Abnormality of the skeletal system	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.94869538	1	1	1	1	1	1	1	1	1	1	1	1	1
HP:0000005	Mode of inheritance	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.965681498	1	1	1	1	1	1	1	1	1	1	1	1	1
HP:0012638	Abnormal nervous system physiology	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.987947647	1	1	1	1	1	1	1	1	1	1	1	1	1
HP:0033127	Abnormality of the musculoskeletal system	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.987947647	1	1	1	1	1	1	1	1	1	1	1	1	1
HP:0000707	Abnormality of the nervous system	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.989381234	1	1	1	1	1	1	1	1	1	1	1	1	1
HP:0000118	Phenotypic abnormality	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HP:0000001	HP root	HP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GO:0016722	"oxidoreductase activity, acting on metal ions"	GO:MF	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.05099499	1	0.029996352	1	1	1	1	1	1	1	0.071993628	1	1	1	1
GO:0008447	L-ascorbate oxidase activity	GO:MF	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.071415773	1	0.09354537	1	1	1	1	1	1	1	0.049286176	1	1	1	1
GO:0050664	"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor"	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.124393391	1	0.124393391	1	1	1	1	1	1	1	1	1	1	1	1
GO:0015293	symporter activity	GO:MF	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0.101528352	1	0.124393391	1	0.043785508	1	1	0.512801867	0.136406157	1	1	0.690612611	1	0.659235135	1
GO:0016175	superoxide-generating NAD(P)H oxidase activity	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.124393391	1	0.124393391	1	1	1	1	1	1	1	1	1	1	1	1
GO:0000293	ferric-chelate reductase activity	GO:MF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.124393391	1	0.124393391	1	1	1	1	1	1	1	1	1	1	1	1
GO:0016682	"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"	GO:MF	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0.071405216	1	0.1331597	1	1	1	1	1	1	1	0.06144292	0.019613028	1	1	1
GO:0004322	ferroxidase activity	GO:MF	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.102039636	1	0.142636352	1	1	1	1	1	1	1	0.06144292	1	1	1	1
GO:0016724	"oxidoreductase activity, acting on metal ions, oxygen as acceptor"	GO:MF	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.102039636	1	0.142636352	1	1	1	1	1	1	1	0.06144292	1	1	1	1
GO:0015291	secondary active transmembrane transporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.043384426	1	0.165830065	0.193462731	0.043384426	1	1	0.407135476	0.154322416	0.756554686	1	0.311006248	0.604236734	0.86422912	1
GO:0008061	chitin binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.165830065	1	0.480155677	1	0.623197183	1	0.234809722	0.752348918	1	0.909456759	0.2672764	0.863217887	1
GO:0019003	GDP binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.165830065	1	1	1	1	1	1	1	1	1	1	1	1
GO:0005158	insulin receptor binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.172604595	1	1	1	1	0.273466623	1	1	1	1	1	0.236225372	1
GO:0017147	Wnt-protein binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.173220812	1	1	1	1	0.284195328	1	1	1	1	1	1	1
GO:0005283	amino acid:sodium symporter activity	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.183621677	1	1	1	1	0.33123163	0.427217135	1	1	1	1	1	1
GO:0097602	cullin family protein binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.183621677	1	1	1	1	1	1	1	1	1	1	1	1
GO:0016679	"oxidoreductase activity, acting on diphenols and related substances as donors"	GO:MF	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.08451521	1	0.183621677	1	1	1	1	1	0.154322416	1	0.075945483	0.093084937	1	1	1
GO:0005112	Notch binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.183621677	1	1	1	1	1	0.427217135	1	1	1	1	1	1
GO:0005416	amino acid:cation symporter activity	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.183621677	1	1	1	1	0.342781771	0.441619227	1	1	1	1	1	1
GO:0005343	organic acid:sodium symporter activity	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.183621677	1	0.359886226	1	1	0.335968724	0.431905605	1	1	1	1	1	1
GO:0005326	neurotransmitter transmembrane transporter activity	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.190289022	1	1	1	1	0.343863371	0.453205022	1	1	1	1	1	1
GO:0015179	L-amino acid transmembrane transporter activity	GO:MF	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.100789318	1	0.190289022	1	1	1	1	0.100789318	0.465355122	1	1	1	1	1	1
GO:0005507	copper ion binding	GO:MF	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.093986973	1	0.190289022	1	1	1	1	1	1	1	0.093986973	1	1	1	1
GO:0005201	extracellular matrix structural constituent	GO:MF	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.10650255	1	0.226893958	1	0.240902726	1	1	1	0.234809722	1	0.10650255	1	1	1	1
GO:0015370	solute:sodium symporter activity	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.231178336	1	0.462549624	1	1	0.410045969	0.553722708	1	1	1	1	1	1
GO:0022804	active transmembrane transporter activity	GO:MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.097672079	1	0.253398253	0.246640913	0.097672079	1	1	0.607450136	0.268218047	0.922537465	1	0.69331025	0.507300873	0.990535638	1
GO:0015294	solute:cation symporter activity	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.258400377	1	0.254075618	1	1	0.424043954	0.589395784	1	1	1	1	1	1
GO:0005102	signaling receptor binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.272222332	1	1	0.338020867	1	0.316470853	0.154322416	0.93815207	1	1	1	0.519129855	1
GO:0016651	"oxidoreductase activity, acting on NAD(P)H"	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.292460315	0.529942165	1	1	1	1	1	1	1	0.639481618	1	0.615017662	1
GO:0015171	amino acid transmembrane transporter activity	GO:MF	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.072298477	1	0.292460315	0.548960355	0.577948971	1	1	0.072298477	0.395711446	1	1	1	1	1	1
GO:0001664	G protein-coupled receptor binding	GO:MF	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.09700737	1	0.292460315	1	1	0.09700737	1	0.490517785	0.672385988	0.511532999	1	1	1	1	1
GO:0050839	cell adhesion molecule binding	GO:MF	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.136406157	1	0.300030608	0.20723527	0.595256504	1	1	1	0.136406157	1	1	1	0.423334595	1	1
GO:0046943	carboxylic acid transmembrane transporter activity	GO:MF	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.144154558	1	0.395042573	0.699983191	0.249253962	1	1	0.144154558	0.543112023	1	1	1	1	1	1
GO:0005342	organic acid transmembrane transporter activity	GO:MF	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.144154558	1	0.395042573	0.699983191	0.249253962	1	1	0.144154558	0.543112023	1	1	1	1	1	1
GO:0015081	sodium ion transmembrane transporter activity	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.396724333	0.70807426	0.707174873	1	1	0.344872591	0.340768197	0.689437377	1	1	0.206894392	1	1
GO:0048018	receptor ligand activity	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.412010656	1	1	1	1	0.360099752	0.562563082	1	1	1	1	0.488359757	1
GO:0030546	signaling receptor activator activity	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.415894812	1	1	1	1	0.36938304	0.58120714	1	1	1	1	0.507620554	1
GO:0022853	active ion transmembrane transporter activity	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.447625588	0.198350713	0.236765211	1	1	0.671148826	0.638960202	0.767166821	1	0.605808295	0.617371867	1	1
GO:0042803	protein homodimerization activity	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.447625588	0.766766046	0.493482593	1	1	0.411492754	0.903451023	0.424705208	1	0.602820392	0.281604085	0.872963874	1
GO:0003924	GTPase activity	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.484517188	0.824762675	0.830571968	0.17902907	0.628389313	0.712858997	0.935504431	1	1	1	0.650852427	1	1
GO:0003735	structural constituent of ribosome	GO:MF	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.139441474	1	0.520733465	0.159335318	1	1	1	1	1	0.139441474	1	1	1	0.936872021	1
GO:0005525	GTP binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.52854576	0.871578984	0.634025916	0.240753684	0.678243437	0.756008454	0.972053488	0.87080728	1	1	0.698211213	1	1
GO:0032561	guanyl ribonucleotide binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.531129056	0.883543843	0.640487126	0.240753684	0.678243437	0.765228329	0.972053488	0.873418766	1	1	0.703980839	1	1
GO:0019001	guanyl nucleotide binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.531129056	0.884436809	0.640487126	0.240753684	0.678243437	0.766655277	0.972053488	0.873539671	1	1	0.704036704	1	1
GO:0042802	identical protein binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.104364309	1	0.558058005	0.638039582	0.663537762	1	1	0.543227753	0.980352211	0.642155638	1	0.582364861	0.104364309	0.969779372	1
GO:0046982	protein heterodimerization activity	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.565953296	0.909706915	1	1	1	0.552882315	0.985104213	0.89647655	1	1	1	1	1
GO:0017111	nucleoside-triphosphatase activity	GO:MF	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0.111132866	1	0.576189027	0.922143429	0.934919277	0.09700737	0.687078034	0.815471139	0.518647853	0.693573486	1	1	0.125258362	1	1
GO:0016817	"hydrolase activity, acting on acid anhydrides"	GO:MF	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.098794878	1	0.586931411	0.750863508	0.950422357	0.098794878	0.711632508	0.644887568	0.59960883	0.767166821	1	1	0.159965896	0.990948731	1
GO:0003723	RNA binding	GO:MF	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.065722608	1	0.586931411	0.065722608	0.99410432	1	1	0.531095944	1	0.976874114	1	1	0.995175556	1	1
GO:0016462	pyrophosphatase activity	GO:MF	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0.12140915	1	0.586931411	0.742262227	0.94767829	0.098794878	0.711632508	0.619908838	0.569324513	0.747142707	1	1	0.144023422	0.990948731	1
GO:0097367	carbohydrate derivative binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0.101749336	1	0.586931411	0.91978894	0.44771339	0.56973677	0.855734207	0.474568638	0.453205022	0.377142978	1	1	0.061660505	0.611283809	0.141838167
GO:0016818	"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	GO:MF	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.098794878	1	0.586931411	0.750020501	0.949776201	0.098794878	0.711632508	0.639486607	0.589395784	0.763083372	1	1	0.154701676	0.990948731	1
GO:0008236	serine-type peptidase activity	GO:MF	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0.059976242	1	0.615779205	0.574372456	0.640487126	0.230217065	0.098225779	0.49481181	0.395711446	0.381035279	0.341810154	3.30659E-05	0.604236734	0.081669881	1
GO:0017171	serine hydrolase activity	GO:MF	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0.059976242	1	0.615779205	0.574372456	0.640487126	0.230217065	0.098225779	0.49481181	0.395711446	0.381035279	0.341810154	3.30659E-05	0.604236734	0.081669881	1
GO:0044877	protein-containing complex binding	GO:MF	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.060070663	1	0.667957686	0.969261695	0.98024833	0.314237639	1	0.271939543	0.036694222	0.873084188	1	1	0.083447104	0.970534084	1
GO:0046983	protein dimerization activity	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.685548446	0.969261695	0.911113736	1	1	0.424043954	0.997091774	0.721329129	1	1	0.680852287	1	1
GO:0001067	transcription regulatory region nucleic acid binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.851281659	0.969261695	0.98024833	1	1	0.782365093	1	1	1	1	1	1	1
GO:0000976	transcription cis-regulatory region binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.851281659	0.969261695	0.98024833	1	1	0.782365093	1	1	1	1	1	1	1
GO:1990837	sequence-specific double-stranded DNA binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.851281659	0.969261695	0.948873958	1	1	0.536900546	1	1	1	1	1	1	1
GO:0003690	double-stranded DNA binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.851281659	0.96983388	0.902808281	1	0.282597287	0.439765751	1	1	1	1	1	1	1
GO:0017076	purine nucleotide binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0.123101238	1	0.930658698	0.950608642	0.570859183	0.441764912	0.93800281	0.424043954	0.570127249	0.384256411	1	1	0.104364309	0.792768268	0.141838167
GO:0035639	purine ribonucleoside triphosphate binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0.120307779	1	0.930658698	0.950608642	0.536568472	0.441764912	0.93800281	0.415615399	0.552662537	0.362892245	1	1	0.098777391	0.852625512	0.141838167
GO:0032555	purine ribonucleotide binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0.122932265	1	0.930658698	0.950608642	0.5628507	0.441764912	0.93800281	0.424043954	0.56195526	0.380326565	1	1	0.104026364	0.783713531	0.141838167
GO:0032553	ribonucleotide binding	GO:MF	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0.123101238	1	0.930658698	0.901030449	0.572148323	0.441764912	0.93800281	0.425694307	0.573827578	0.285099104	1	1	0.104364309	0.689875065	0.141838167
GO:0000166	nucleotide binding	GO:MF	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0.100824898	1	0.935785441	0.433117575	0.50871698	0.371032056	0.93800281	0.543227753	0.66097149	0.05627222	0.73756014	1	0.104364309	0.2580002	0.141838167
GO:1901265	nucleoside phosphate binding	GO:MF	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0.100824898	1	0.935785441	0.433117575	0.50871698	0.371032056	0.93800281	0.543227753	0.66097149	0.05627222	0.73756014	1	0.104364309	0.2580002	0.141838167
GO:0009415	response to water	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.057805586	1	0.057805586	1	1	1	1	1	1	1	1	1	1	1	1
GO:0055072	iron ion homeostasis	GO:BP	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.092248184	1	0.088619366	1	0.550742492	1	1	1	0.642226736	1	0.095877001	0.54560949	1	0.170497186	1
GO:0001101	response to acid chemical	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.088619366	1	0.088619366	1	1	1	1	1	1	1	1	1	1	1	1
GO:0006826	iron ion transport	GO:BP	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.08529982	1	0.088619366	1	0.495600021	1	1	1	0.57312483	1	0.081980275	1	1	0.422653587	1
GO:0035260	internal genitalia morphogenesis	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:0043950	positive regulation of cAMP-mediated signaling	GO:BP	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0.096509445	1	0.099654232	1	0.312448296	1	1	0.093364659	1	1	1	1	1	1	1
GO:0042554	superoxide anion generation	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:0106024	negative regulation of pupariation	GO:BP	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0.096509445	1	0.099654232	1	1	1	1	0.093364659	1	1	1	1	1	1	1
GO:0045987	positive regulation of smooth muscle contraction	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:0048581	negative regulation of post-embryonic development	GO:BP	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0.096509445	1	0.099654232	1	1	1	1	0.093364659	1	1	1	1	1	1	1
GO:0000041	transition metal ion transport	GO:BP	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.112927655	1	0.099654232	1	0.406083934	1	1	1	0.782856446	1	0.126201079	1	1	0.708845958	1
GO:1902064	regulation of transcription from RNA polymerase II promoter involved in spermatogenesis	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:0045933	positive regulation of muscle contraction	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:0051597	response to methylmercury	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:0033215	reductive iron assimilation	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.099654232	1	0.099654232	1	1	1	1	1	1	1	1	1	1	1	1
GO:0055076	transition metal ion homeostasis	GO:BP	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0.124785096	1	0.107158416	1	0.420356868	1	1	1	0.519715437	1	0.142411776	0.785233719	1	0.353054897	1
GO:0033212	iron import into cell	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.108625492	1	0.108625492	1	1	1	1	1	1	1	1	1	1	1	1
GO:0009270	response to humidity	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.108625492	1	0.108625492	1	1	1	1	1	1	1	1	1	1	1	1
GO:0106023	regulation of pupariation	GO:BP	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0.113524213	1	0.108625492	1	1	1	1	0.118422933	1	1	1	1	1	1	1
GO:0046689	response to mercury ion	GO:BP	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0.120231591	1	0.108625492	1	1	1	1	1	1	0.102515862	1	1	1	0.14955342	1
GO:0071478	cellular response to radiation	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.113705813	1	0.113705813	1	1	1	1	0.530094258	1	1	0.165566824	1	1	0.852286112	1
GO:0006940	regulation of smooth muscle contraction	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.113705813	1	0.113705813	1	1	1	1	1	1	1	1	1	1	1	1
GO:0048804	imaginal disc-derived female genitalia morphogenesis	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.113705813	1	0.113705813	1	1	1	1	1	1	1	1	1	1	1	1
GO:0048807	female genitalia morphogenesis	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.113705813	1	0.113705813	1	1	1	1	1	1	1	1	1	1	1	1
GO:0098730	male germline stem cell symmetric division	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.113705813	1	0.113705813	1	1	1	1	1	1	1	1	1	1	1	1
GO:0098729	germline stem cell symmetric division	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.113705813	1	0.113705813	1	1	1	1	1	1	1	1	1	1	1	1
GO:0098724	symmetric stem cell division	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.120499259	1	0.120499259	1	1	1	1	1	1	1	1	1	1	1	1
GO:0048580	regulation of post-embryonic development	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.120499259	1	0.120499259	1	1	1	1	0.153382099	1	1	1	0.226472857	1	0.20894244	1
GO:0009414	response to water deprivation	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.120499259	1	0.120499259	1	1	1	1	1	1	1	1	1	1	1	1
GO:0007486	imaginal disc-derived female genitalia development	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.126319123	1	0.126319123	1	1	1	1	1	1	1	1	1	1	1	1
GO:0098725	symmetric cell division	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.126319123	1	0.126319123	1	1	1	1	1	1	1	1	1	1	1	1
GO:0043949	regulation of cAMP-mediated signaling	GO:BP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.126319123	1	0.126319123	1	0.382625586	1	1	0.15984181	1	1	1	1	1	1	1
