name	Lind_up	Lind_down	He_up	He_down	Bai_F_abd_up	Bai_F_abd_down	Bai_F_head_up	Bai_F_head_down	Bai_M_abd_up	Bai_M_abd_down	Bai_M_head_up	Bai_M_head_down	Det_up	Det_down	Car_up	Car_down
Alk	0	0	0	0	1,07	0	0	0	0	0	0	0	0	0	0	0
p38c	0	0	0	0	1,07	0	0	0	0	0	0	0	0	0	0	0
ko	0	0	0	0	1,06	0	0	0	0	0	0	0	0	0	0	0
Msp300	0	0	0	0	1,06	0	0	0	0,77	0	0	0	0	0	0	0
Actn	0	0	0	0	1,06	0	0	0	0,99	0	0	0	0	0	0	0
Doa	0	0	0	0	1,05	0	0	0	0,8	0	0	0	0	0	0	0
Mlc1	0	0	0	0	1,05	0	0	0	1,08	0	0	0	0	0	0	0
NfI	0	0	0	0	1,04	0	0	0	0	0	0	0	0	0	0	0
CG11835	0	0	0	0	1,04	0	0	0	1,09	0	0	0	0	0	0	0
Lrp4	0	0	0	0	1,03	0	0	0	0	0	0	0	0	0	0	0
CG42700	0	0	0	0	1,02	0	0	0	0	0	0	0	0	0	0	0
bnb	0	0	0	0	1,01	0	0	0	0	0	0	0	0	0	0	0
CanA1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CG18067	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SmydA-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Fuca	0	0	0	0	0,99	0	0	0	0	0	0	0	0	0	0	0
CG14964	0	0	0	0	0,99	0	0	0	0	0	0	0	0	0	0	0
jbug	0	0	0	0	0,99	0	0	0	0	0	0	0	0	0	0	0
e	0	0	0	0	0,98	0	0	0	0	0	0	0	0	0	0	0
CG10359	0	0	0	0	0,98	0	0	0	0	0	0	0	0	0	0	0
if	0	0	0	0	0,98	0	0	0	0	0	0	0	0	0	0	0
CG45263	0	0	0	0	0,97	0	0	0	0	0	0	0	0	0	0	0
CG9372	0	0	0	0	0,97	0	0	0	0	0	0	0	0	0	0	0
Prm	0	0	0	0	0,97	0	0	0	0,87	0	0	0	0	0	0	0
CG7194	0	0	0	0	0,97	0	0	0	0	0	0	0	0	0	0	0
tn	0	0	0	0	0,96	0	0	0	0,71	0	0	0	0,656161359	0	0	0
CG42390	0	0	0	0	0,96	0	0	0	0,56	0	0	0	0	0	0	0
CG14949	0	0	0	0	0,96	0	0	0	0	0	0	0	0	0	0	0
CG44245	0	0	0	0	0,95	0	0	0	0	0	0	0	0,65031619	0	0	0
CG10211	0	0	0	0	0,95	0	0	0	0	0	0	0	0	0	0	0
Nplp3	0	0	0	0	0,95	0	0	0	0	0	0	0	0	0	0	0
CG5397	0	0	0	0	0,94	0	0	0	0	0	0	-0,63	0	0	0	0
SmydA-9	0	0	0	0	0,94	0	0	0	0	0	0	0	0,710935692	0	0	0
bond	0	0	0	0	0,94	0	0	0	0	0	0	0	0	0	0	0
wupA	0	0	0	0	0,94	0	0	0	1,14	0	0	0	0	0	0	0
Grip	0	0	0	0	0,93	0	0	0	0	0	0	0	0	0	0	0
Tm2	0	0	0	0	0,93	0	0	0	0,64	0	0	0	0	0	0	0
Cbp53E	0	0	0	0	0,93	0	0	0	0	0	0	0	0	0	0	0
CG43078	0	0	0	0	0,92	0	0	0	0,76	0	0	0	0	0	0	0
CG4000	0	0	0	0	0,92	0	0	0	0,77	0	0	0	0	0	0	0
CG5028	0	0	0	0	0,92	0	0	0	0,84	0	0	0	0	0	0	0
cona	0	0	0	0	0,91	0	0	0	0	0	0	0	0	0	0	0
tnc	0	0	0	0	0,91	0	0	0	0	0	0	0	0	0	0	0
AdamTS-B	0	0	0	0	0,91	0	0	0	0	0	0	0	0	0	0	0
Sarm	0	0	0	0	0,91	0	0	0	0	0	0	0	0	0	0	0
Tsf3	0	0	0	0	0,9	0	0	0	0	0	0	0	0	0	0	0
rgn	0	0	0	0	0,89	0	0	0	0,55	0	0	0	0	0	0	0
Pxn	0	0	0	0	0,88	0	0	0	0	0	0	0	0,918574771	0	0	0
form3	0	0	0	0	0,87	0	0	0	0	0	0	0	0	0	0	0
CG5758	0	0	0	0	0,87	0	0	0	0	0	0	0	0	0	0	0
CG31821	0	0	0	0	0,87	0	0	0	0	0	0	0	0	0	0	0
Unc-115b	0	0	0	0	0,87	0	0	0	0	0	0	0	0	0	0	0
CG5177	0	0	0	0	0,87	0	0	0	0	0	0	0	0,685071588	0	0	0
eya	0	0	0	0	0,87	0	0	0	0	0	0	0	0	0	0	0
epsilonTry	0	0	0	0	0,87	0	0	0	0,71	0	0	0	0	0	0	0
CG9416	0	0	0	0	0,87	0	0	0	0	0	0	0	0	0	0	0
Ca-Ma2d	0	0	0	0	0,86	0	0	0	0,92	0	0	0	0	0	0	0
CG33521	0	0	0	0	0,85	0	0	0	0,67	0	0	0	0,575955169	0	0	0
CHKov2	0	0	0	0	0,85	0	0	0	0	0	0	0	0	0	0	0
Zasp66	0	0	0	0	0,85	0	0	0	0	0	0	0	0,576338742	0	0	0
NAAT1	0	0	0	0	0,84	0	0	0	0	0	0	0	0	0	0	0
Sema2b	0	0	0	0	0,84	0	0	0	0	0	0	0	0	0	0	0
Gs2	0	0	0	0	0,83	0	0	0	0	0	0	0	0,607057242	0	0	0
Pif1B	0	0	0	0	0,83	0	0	0	0	0	0	0	0	0	0	0
CG7888	0	0	0	0	0,83	0	0	0	0	0	0	0	0	0	0	0
Gasp	0	0	0	0	0,82	0	0	0	0,66	0	0	0	0	0	0	0
CG10737	0	0	0	0	0,82	0	0	0	0	0	0	0	0,478484139	0	0	0
CG44098	0	0	0	0	0,82	0	0	0	0	0	0	0	0	0	0	0
CG8740	0	0	0	0	0,81	0	0	0	0,55	0	0	0	0	0	0	0
Obp56d	0	0	0	0	0,8	0	0	0	0	-0,86	0	-0,75	0,706527595	0	0	0
CG13506	0	0	0	0	0,8	0	0	0	0,63	0	0	0	0,428300705	0	0	0
chas	0	0	0	0	0,8	0	0	0	0	0	0	0	0	0	0	0
Pif1A	0	0	0	0	0,8	0	0	0	0	0	0	0	0	0	0	0
SP1029	0	0	0	0	0,78	0	0	0	0	0	0	0	0	0	0	0
Mf	0	0	0	0	0,78	0	0	0	0	0	0	0	0,528427049	0	0	0
Ald1	0	0	0	0	0,78	0	0	0	0,66	0	0	0	0	0	0	0
Cda5	0	0	0	0	0,78	0	0	0	0,77	0	0	0	0	0	0	0
CG17111	0	0	0	0	0,78	0	0	0	0	0	0	0	0,581337376	0	0	0
CG12814	0	0	0	0	0,77	0	0	0	0	0	0	0	0,518154916	0	0	0
EbpIII	0	0	0	0	0,77	0	0	-0,7	0	-0,69	0	-0,82	0,568843455	0	0	0
Esyt2	0	0	0	0	0,77	0	0	0	0	0	0	0	0	0	0	0
CG3630	0	0	0	0	0,77	0	0	0	0,97	0	0	0	0,372702004	0	0	0
Tep4	0	0	0	0	0,76	0	0	0	0	0	0	0	0	0	0	0
kdn	0	0	0	0	0,76	0	0	0	0,57	0	0	0	0	0	0	0
Unc-115a	0	0	0	0	0,75	0	0	0	0	0	0	0	0,566410364	0	0	0
CG17839	0	0	0	0	0,75	0	0	0	0	0	0	0	0	0	0	0
Idgf4	0	0	0	0	0,73	0	0	0	0	0	0	0	0	0	0	0
CAP	0	0	0	0	0,73	0	0	0	0	0	0	0	0	0	0	0
Ppn	0	0	0	0	0,73	0	0	0	0	0	0	0	0	0	0	0
CG18596	0	0	0	0	0,72	0	0	0	0	0	0	0	0	0	0	0
axo	0	0	0	0	0,72	0	0	0	0	0	0	0	0	0	0	0
Acp1	0	0	0	0	0,72	0	0	0	0	0	0	0	0	0	0	0
Mipp1	0	0	0	0	0,72	0	0	0	0	0	0	0	0	0	0	0
Gyg	0	0	0	0	0,71	0	0	0	0,65	0	0	0	0	0	0	0
Tep3	0	0	0	0	0,71	0	0	0	0	0	0	0	0,757881864	0	0	0
Tig	0	0	0	0	0,71	0	0	0	0	0	0	0	0	0	0	0
Cpr62Bb	0	0	0	0	0,71	0	0	0	0	0	0	0	0,927662673	0	0	0
CG17732	0	0	0	0	0,71	0	0	0	0	0	0	0	0	0	0	0
Idh3b	0	0	0	0	0,7	0	0	0	0	0	0	0	0	0	0	0
Mlp84B	0	0	0	0	0,7	0	0	0	0	0	0	0	0,637814437	0	0	0
CG45076	0	0	0	0	0,69	0	0	0	0	0	0	0	0,65355208	0	0	0
SP1173	0	0	0	0	0,69	0	0	0	0	0	0	0	0,555858733	0	0	0
CG1143	0	0	0	0	0,69	0	0	0	0	0	0	0	0	0	0	0
Fili	0	0	0	0	0,68	0	0	0	0	0	0	0	0	0	0	0
Jon65Aiv	0	0	0	0	0,67	0	0	0	0	0	0	0	0	0	0	0
CG11073	0	0	0	0	0,67	0	0	0	0	0	0	0	0,503281038	0	0	0
CG16791	0	0	0	0	0,66	0	0	0	0	0	0	0	0	0	0	0
Idh3a	0	0	0	0	0,65	0	0	0	0,77	0	0	0	0	0	0	0
CG5945	0	0	0	0	0,65	0	0	0	0	0	0	-0,58	0,91425611	0	0	0
Mhcl	0	0	0	0	0,64	0	0	0	0,8	0	0	0	0	0	0	0
Cpr67B	0	0	0	0	0,64	0	0	0	0	0	0	0	0,789300173	0	0	0
Msr-110	0	0	0	0	0,63	0	0	0	0	0	0	0	0	0	0	0
atilla	0	0	0	0	0,63	0	0	0	0	0	0	0	0,546397347	0	0	0
mgl	0	0	0	0	0,62	0	0	0	0	0	0	0	0	0	0	0
RFeSP	0	0	0	0	0,61	0	0	0	0	0	0	0	0	0	0	0
mAcon1	0	0	0	0	0,57	0	0	0	0	0	0	0	0	0	0	0
CG14207	0	0	0	0	0,56	0	0	0	0	0	0	0	0	0	0	0
shot	0	0	0	0	0,54	0	0	0	0,49	0	0	0	0	0	0	0
CenG1A	0	0	0	0	0,53	0	0	0	0	0	0	0	0	0	0	0
LanB2	0	0	0	0	0,52	0	0	0	0	0	0	0	0	0	0	0
vkg	0	0	0	0	0,52	0	0	0	0	0	0	0	0	0	0	0
Cyt-c1	0	0	0	0	0,51	0	0	0	0,47	0	0	0	0	0	0	0
LanA	0	0	0	0	0,5	0	0	0	0	0	0	0	0	0	0	0
Col4a1	0	0	0	0	0,49	0	0	0	0	0	0	0	0	0	0	0
Fer2LCH	0	0	0	0	0,47	0	0	0	0	0	0	0	0	0	0	0
Pdha	0	0	0	0	0,46	0	0	0	0	0	0	0	0	0	0	0
fry	0	0	0	0	0,39	0	0	0	0	0	0	0	0	0	0	0
CG11147	0	0	0	0	0,34	0	0	0	0	0	0	0	0	0	0	0
Jon66Cii	0	0	0	0	0	-1,98	0	0	0	0	0	0	0	0	0	0
tobi	0	0	0	0	0	-1,69	0	0	0	-1,06	0	0	0	0	0	0
CG3739	0	0	0	0	0	-1,56	0	0	0	-2	0	0	0	0	0	0
LManVI	0	0	0	0	0	-1,41	0	0	0	0	0	0	0	0	0	0
CG8093	0	0	0	0	0	-1,36	0	0	0	0	0	0	0	0	0	0
LManIII	0	0	0	0	0	-1,34	0	0	0	0	0	0	0	0	0	0
DNApol-alpha73	0	0	0	0	0	-1,16	0	0	0	0	0	0	0	0	0	0
Jon99Ci	0	0	0	0	0	-1,16	0	-0,7	0	0	0	0	0	0	0	0
Alp8	0	0	0	0	0	-1,15	0	0	0	-1,11	0	0	0	0	0	0
dhd	0	0	0	0	0	-1,14	0	0	0	0	0	0	0	0	0	0
CG14931	0	0	0	0	0	-1,09	0	0	0	0	0	0	0	0	0	0
mtrm	0	0	0	0	0	-1,03	0	0	0	0	0	0	0	0	0	0
CG4949	0	0	0	0	0	-0,98	0	0	0	0	0	0	0	0	0	0
CG17658	0	0	0	0	0	-0,98	0	0	0	0	0	0	0	0	0	0
CCHa2	0	0	0	0	0	-0,97	0	0	0	0	0	-0,85	0	0	0	0
twe	0	0	0	0	0	-0,96	0	0	0	0	0	0	0	0	0	0
swa	0	0	0	0	0	-0,95	0	0	0	0	0	0	0	0	0	0
fzy	0	0	0	0	0	-0,95	0	0	0	0	0	0	0	0	0	0
e(y)2b	0	0	0	0	0	-0,93	0	0	0	0	0	0	0	0	0	0
Elba2	0	0	0	0	0	-0,92	0	0	0	0	0	0	0	0	0	0
exu	0	0	0	0	0	-0,91	0	0	0	0	0	0	0	0	0	0
CG6752	0	0	0	0	0	-0,88	0	0	0	0	0	0	0	0	0	0
dgt5	0	0	0	0	0	-0,88	0	0	0	0	0	0	0	0	0	0
nos	0	0	0	0	0	-0,88	0	0	0	0	0	0	0	0	0	0
Bace	0	0	0	0	0	-0,86	0	0	0	0	0	0	0	0	0	0
stai	0	0	0	0	0	-0,84	0	0	0	0	0	0	0	0	0	0
Tfb4	0	0	0	0	0	-0,83	0	0	0	0	0	0	0	0	0	0
CycB3	0	0	0	0	0	-0,82	0	0	0	0	0	0	0	0	0	0
slam	0	0	0	0	0	-0,82	0	0	0	0	0	0	0	0	0	0
CG2990	0	0	0	0	0	-0,82	0	0	0	0	0	0	0	0	0	0
rpk	0	0	0	0	0	-0,82	0	0	0	0	0	0	0	0	0	0
dup	0	0	0	0	0	-0,81	0	0	0	0	0	0	0	0	0	0
WRNexo	0	0	0	0	0	-0,8	0	0	0	0	0	0	0	0	0	0
cort	0	0	0	0	0	-0,79	0	0	0	0	0	0	0	0	0	0
Dlip3	0	0	0	0	0	-0,79	0	0	0	0	0	0	0	0	0	0
CG16926	0	0	0	0	0	-0,79	0	-0,96	0	-0,63	0	0	0	0	0	0
Tre1	0	0	0	0	0	-0,78	0	0	0	0	0	0	0	0	0	0
alphaTub67C	0	0	0	0	0	-0,78	0	0	0	0	0	0	0	0	0	0
CG4991	0	0	0	0	0	-0,78	0	0	0	0	0	0	0	0	0	0
CG18213	0	0	0	0	0	-0,78	0	0	0	0	0	0	0	0	0	0
CG6479	0	0	0	0	0	-0,78	0	0	0	0	0	0	0	0	0	0
Ripalpha	0	0	0	0	0	-0,77	0	0	0	0	0	0	0	0	0	0
Jabba	0	0	0	0	0	-0,76	0	0	0	0	0	-0,83	0	0	0	0
dgt3	0	0	0	0	0	-0,76	0	0	0	0	0	0	0	0	0	0
Mcm10	0	0	0	0	0	-0,76	0	0	0	0	0	0	0	0	0	0
CG6927	0	0	0	0	0	-0,76	0	0	0	0	0	0	0	0	0	0
Psf3	0	0	0	0	0	-0,76	0	0	0	0	0	0	0	0	0	0
tos	0	0	0	0	0	-0,75	0	0	0	0	0	0	0	0	0	0
png	0	0	0	0	0	-0,75	0	0	0	0	0	0	0	0	0	0
BicC	0	0	0	0	0	-0,75	0	0	0	0	0	0	0	0	0	0
CG7730	0	0	0	0	0	-0,75	0	0	0	0	0	0	0	0	0	0
CG7156	0	0	0	0	0	-0,74	0	0	0	0	0	0	0	0	0	0
Pen	0	0	0	0	0	-0,72	0	0	0	0	0	0	0	0	0	0
spt4	0	0	0	0	0	-0,7	0	0	0	0	0	0	0	0	0	0
fs(1)Ya	0	0	0	0	0	-0,7	0	0	0	0	0	0	0	0	0	0
gcl	0	0	0	0	0	-0,7	0	0	0	0	0	0	0	0	0	0
Alp5	0	0	0	0	0	-0,7	0	0	0	0	0	0	0	0	0	0
Cdc45	0	0	0	0	0	-0,69	0	0	0	0	0	0	0	0	0	0
CG4476	0	0	0	0	0	-0,69	0	0	0	0	0	0	0	0	0	0
spd-2	0	0	0	0	0	-0,69	0	0	0	0	0	0	0	0	0	0
Plzf	0	0	0	0	0	-0,69	0	0	0	0	0	0	0	0	0	0
CG18190	0	0	0	0	0	-0,69	0	0	0	0	0	0	0	0	0	0
fz	0	0	0	0	0	-0,68	0	0	0	0	0	0	0	-0,356353488	0	0
CG6693	0	0	0	0	0	-0,67	0	0	0	0	0	0	0	0	0	0
tor	0	0	0	0	0	-0,67	0	0	0	0	0	0	0	0	0	0
T48	0	0	0	0	0	-0,67	0	0	0	0	0	0	0	0	0	0
yin	0	0	0	0	0	-0,67	0	0	0	0	0	0	0	0	0	0
CBP	0	0	0	0	0	-0,66	0	0	0	0	0	0	0	0	0	0
RPA2	0	0	0	0	0	-0,66	0	0	0	0	0	0	0	0	0	0
CG32579	0	0	0	0	0	-0,65	0	0	0	0	0	0	0	0	0	0
CG44774	0	0	0	0	0	-0,65	0	0	0	0	0	0	0	0	0	0
mnd	0	0	0	0	0	-0,65	0	0	0	0	0	0	0	0	0	0
dnk	0	0	0	0	0	-0,65	0	0	0	0	0	0	0	0	0	0
rost	0	0	0	0	0	-0,64	0	-1	0	0	0	-0,76	0	0	0	0
BigH1	0	0	0	0	0	-0,64	0	0	0	0	0	0	0	0	0	0
pigeon	0	0	0	0	0	-0,63	0	0	0	0	0	0	0	0	0	0
CG13025	0	0	0	0	0	-0,63	0	0	0	0	0	0	0	0	0	0
Mos	0	0	0	0	0	-0,63	0	0	0	0	0	0	0	0	0	0
CG8180	0	0	0	0	0	-0,62	0	0	0	0	0	0	0	0	0	0
cad	0	0	0	0	0	-0,61	0	0	0	0	0	0	0	-0,379398451	0	0
gus	0	0	0	0	0	-0,6	0	0	0	0	0	0	0	0	0	0
dmpd	0	0	0	0	0	-0,6	0	0	0	0	0	0	0	0	0	0
CG5757	0	0	0	0	0	-0,6	0	0	0	0	0	0	0	0	0	0
pbl	0	0	0	0	0	-0,6	0	0	0	0	0	0	0	0	0	0
CG12795	0	0	0	0	0	-0,6	0	0	0	0	0	0	0	0	0	0
heix	0	0	0	0	0	-0,6	0	0	0	0	0	0	0	0	0	0
Npc2a	0	0	0	0	0	-0,6	0	0	0	0	0	0	0	-0,407499781	0	0
Hr38	0	0	0	0	0	-0,59	0	0	0	0	0	0	0	0	0	0
CG2224	0	0	0	0	0	-0,58	0	0	0	0	0	0	0	0	0	0
Mapmodulin	0	0	0	0	0	-0,58	0	0	0	0	0	-0,56	0	0	0	0
Hat1	0	0	0	0	0	-0,58	0	0	0	0	0	0	0	0	0	0
CG13339	0	0	0	0	0	-0,58	0	0	0	0	0	0	0	0	0	0
pie	0	0	0	0	0	-0,58	0	0	0	0	0	0	0	0	0	0
aPKC	0	0	0	0	0	-0,57	0	0	0	0	0	0	0	0	0	0
PIG-F	0	0	0	0	0	-0,57	0	0	0	0	0	0	0	0	0	0
CG10621	0	0	0	0	0	-0,57	0	0	0	0	0	0	0	0	0	0
RnrS	0	0	0	0	0	-0,56	0	0	0	0	0	0	0	0	0	0
CG8569	0	0	0	0	0	-0,55	0	0	0	0	0	0	0	0	0	0
Xpc	0	0	0	0	0	-0,54	0	0	0	0	0	0	0	0	0	0
EndoB	0	0	0	0	0	-0,54	0	0	0	0	0	0	0	0	0	0
Fs(2)Ket	0	0	0	0	0	-0,53	0	0	0	0	0	0	0	0	0	0
lok	0	0	0	0	0	-0,52	0	0	0	0	0	0	0	0	0	0
CG8155	0	0	0	0	0	-0,51	0	0	0	0	0	0	0	0	0	0
polo	0	0	0	0	0	-0,51	0	0	0	0	0	0	0	0	0	0
Grip84	0	0	0	0	0	-0,51	0	0	0	0	0	0	0	0	0	0
Atg13	0	0	0	0	0	-0,51	0	0	0	0	0	0	0	0	0	0
yl	0	0	0	0	0	-0,5	0	0	0	0	0	0	0	-0,317692513	0	0
CG2889	0	0	0	0	0	-0,5	0	0	0	0	0	0	0	0	0	0
egg	0	0	0	0	0	-0,5	0	0	0	0	0	0	0	0	0	0
Men	0	0	0	0	0	-0,5	0	0	0	0	0	0	0	0	0	0
CG13398	0	0	0	0	0	-0,5	0	0	0	0	0	0	0	0	0	0
Sac1	0	0	0	0	0	-0,49	0	0	0	0	0	0	0	0	0	0
ova	0	0	0	0	0	-0,48	0	0	0	0	0	0	0	0	0	0
Prip	0	0	0	0	0	-0,44	0	0	0	0	0	0	0	0	0	0
CG8507	0	0	0	0	0	-0,44	0	0	0	0	0	0	0	0	0	0
Mer	0	0	0	0	0	-0,44	0	0	0	0	0	0	0	0	0	0
Usp30	0	0	0	0	0	-0,43	0	0	0	0	0	0	0	0	0	0
CG1943	0	0	0	0	0	-0,42	0	0	0	0	0	0	0	0	0	0
hop	0	0	0	0	0	-0,41	0	0	0	0	0	0	0	0	0	0
ssh	0	0	0	0	0	-0,4	0	0	0	0	0	0	0	0	0	0
l(1)G0289	0	0	0	0	0	0	0,93	0	0	0	0	0	0	0	0	0
CG11449	0	0	0	0	0	0	0,88	0	0	0	0	0	0	0	0	0
CG16820	0	0	0	0	0	0	0,86	0	0	0	0,89	0	0	0	0	0
CG11438	0	0	0	0	0	0	0,8	0	0	0	0	0	0	0	0	0
gol	0	0	0	0	0	0	0,79	0	0	0	0	0	0	0	0	0
prom	0	0	0	0	0	0	0,69	0	0	0	0	0	0	0	0	0
eys	0	0	0	0	0	0	0,62	0	0	0	0	0	0	0	0	0
chp	0	0	0	0	0	0	0,61	0	0	0	0	0	0	0	0	0
ninaG	0	0	0	0	0	0	0,61	0	0	0	0	0	0	0	0	0
norpA	0	0	0	0	0	0	0,59	0	0	0	0	0	0	0	0	0
PIP82	0	0	0	0	0	0	0,56	0	0	0	0	0	0	0	0	0
boss	0	0	0	0	0	0	0,54	0	0	0	0	0	0	0	0	0
Slob	0	0	0	0	0	0	0,51	0	0	0	0	0	0	0	0	0
Fbxl4	0	0	0	0	0	0	0,5	0	0	0	0	0	0	0	0	0
ninaC	0	0	0	0	0	0	0,48	0	0	0	0	0	0	0	0	0
CG5966	0	0	0	0	0	0	0	-1,33	0	0	0	0	0	0	0	0
CG12560	0	0	0	0	0	0	0	-1,12	0	0	0	-1,2	0	0	0	0
CG14630	0	0	0	0	0	0	0	-1,09	0	0	0	0	0	0	0	0
SPH93	0	0	0	0	0	0	0	-1,09	0	0	0	-0,85	0	0	0	0
CG5390	0	0	0	0	0	0	0	-1,08	0	-0,87	0	-0,88	0	0	0	0
CG16965	0	0	0	0	0	0	0	-1,08	0	0	0	0	0	0	0	0
Nmdmc	0	0	0	0	0	0	0	-1,05	0	0	0	0	0	0	0	0
Pepck1	0	0	0	0	0	0	0	-1,05	0	0	0	0	0	0	0	0
Fmo-2	0	0	0	0	0	0	0	-1,03	0	0	0	-0,83	0	0	0	0
pug	0	0	0	0	0	0	0	-1,02	0	0	0	-1,06	0	0	0	0
Shmt	0	0	0	0	0	0	0	-1,01	0	-0,59	0	-0,99	0	0	0	0
Gal	0	0	0	0	0	0	0	-0,99	0	0	0	0	0	0	0	0
CG32687	0	0	0	0	0	0	0	-0,99	0	-0,56	0	-0,71	0	0	0	0
CG17571	0	0	0	0	0	0	0	-0,97	0	0	0	0	0	0	0	0
Cyp309a2	0	0	0	0	0	0	0	-0,96	0	0	0	-1,23	0	0	0	0
CG18003	0	0	0	0	0	0	0	-0,94	0	-0,59	0	-1,21	0	0	0	0
UK114	0	0	0	0	0	0	0	-0,94	0	-0,81	0	-1,04	0	0	0	0
Tsp42Ec	0	0	0	0	0	0	0	-0,92	0	0	0	0	0	0	0	0
CG1213	0	0	0	0	0	0	0	-0,92	0	0	0	0	0	0	0	0
asp	0	0	0	0	0	0	0	-0,91	0	0	0	0	0	0	0	0
Ugt35C1	0	0	0	0	0	0	0	-0,89	0	0	0	-0,98	0	0	0	0
SecCl	0	0	0	0	0	0	0	-0,89	0	0	0	0	0,519352428	0	0	0
Letm1	0	0	0	0	0	0	0	-0,88	0	0	0	0	0	0	0	0
Ugt303A1	0	0	0	0	0	0	0	-0,87	0	0	0	0	0	0	0	0
CG30280	0	0	0	0	0	0	0	-0,87	0	0	0	0	0	0	0	0
CG8708	0	0	0	0	0	0	0	-0,87	0	0	0	0	0	0	0	0
GNBP-like3	0	0	0	0	0	0	0	-0,87	0	0	0	-1,17	0	0	0	0
CG42249	0	0	0	0	0	0	0	-0,86	0	0	0	0	0	0	0	0
Inx7	0	0	0	0	0	0	0	-0,85	0	0	0	0	0	0	0	0
Sardh	0	0	0	0	0	0	0	-0,85	0	0	0	-1,32	0	0	0	0
Spat	0	0	0	0	0	0	0	-0,84	0	0	0	-0,81	0	0	0	0
CG14787	0	0	0	0	0	0	0	-0,84	0	0	0	0	0	0	0	0
LManII	0	0	0	0	0	0	0	-0,83	0	0	0	-0,57	0	0	0	0
Cyp6t1	0	0	0	0	0	0	0	-0,83	0	0	0	0	0	0	0	0
Cyt-b5-r	0	0	0	0	0	0	0	-0,83	0	0	0	-1,15	0	0	0	0
Cyp4p3	0	0	0	0	0	0	0	-0,82	0	-0,8	0	-0,92	0	0	0	0
Aldh	0	0	0	0	0	0	0	-0,81	0	0	0	-1	0	0	0	0
Cyp6d5	0	0	0	0	0	0	0	-0,81	0	-0,61	0	-0,79	0	0	0	0
CG30281	0	0	0	0	0	0	0	-0,81	0	0	0	0	0	0	0	0
Paics	0	0	0	0	0	0	0	-0,81	0	0	0	-0,6	0	0	0	0
Fbp1	0	0	0	0	0	0	0	-0,81	0	-1,29	0	0	0	0	0	0
Fatp3	0	0	0	0	0	0	0	-0,8	0	0	0	0	0	0	0	0
CG8654	0	0	0	0	0	0	0	-0,8	0	0	0	0	0,610625624	0	0	0
CG4607	0	0	0	0	0	0	0	-0,8	0	0	0	-0,75	0	0	0	0
Npc2f	0	0	0	0	0	0	0	-0,79	0	-0,88	0	0	0	0	0	0
CG5707	0	0	0	0	0	0	0	-0,77	0	0	0	0	0,543968132	0	0	0
CG5819	0	0	0	0	0	0	0	-0,77	0	0	0	0	0	0	0	0
CG6034	0	0	0	0	0	0	0	-0,76	0	-0,67	0	-1,26	0	0	0	0
CG16758	0	0	0	0	0	0	0	-0,75	0	0	0	0	0	0	0	0
Hex-C	0	0	0	0	0	0	0	-0,75	0	-0,53	0	-0,65	0	0	0	0
Cyp12d1-p	0	0	0	0	0	0	0	-0,74	0	0	0	0	0	0	0	0
ACC	0	0	0	0	0	0	0	-0,74	0	0	0	-0,77	0	0	0	0
ppl	0	0	0	0	0	0	0	-0,74	0	0	0	-0,61	0	0	0	0
Obp56a	0	0	0	0	0	0	0	-0,73	0	0	0	-1,17	0	0	0	0
Srr	0	0	0	0	0	0	0	-0,73	0	0	0	0	0	0	0	0
CG10863	0	0	0	0	0	0	0	-0,72	0	0	0	-0,8	0	0	0	0
Nep6	0	0	0	0	0	0	0	-0,72	0	-0,8	0	-0,94	0	0	0	0
CG4716	0	0	0	0	0	0	0	-0,72	0	-0,44	0	-0,89	0	0	0	0
CG17597	0	0	0	0	0	0	0	-0,72	0	0	0	0	0	0	0	0
Mtp	0	0	0	0	0	0	0	-0,72	0	0	0	-0,76	0	0	0	0
cmet	0	0	0	0	0	0	0	-0,72	0	0	0	0	0	0	0	0
Cyp6g1	0	0	0	0	0	0	0	-0,72	0	0	0	-1,02	0	0	0	0
CG5849	0	0	0	0	0	0	0	-0,71	0	0	0	0	0	0	0	0
CG6484	0	0	0	0	0	0	0	-0,7	0	-0,98	0	-1,14	0	0	0	0
Est-6	0	0	0	0	0	0	0	-0,7	0	0	0	-0,79	0	0	0	0
His2B:CG33910	0	0	0	0	0	0	0	-0,7	0	0	0	0	0	0	0	0
glob1	0	0	0	0	0	0	0	-0,7	0	0	0	-0,73	0	0	0	0
Pfas	0	0	0	0	0	0	0	-0,69	0	0	0	0	0	0	0	0
scu	0	0	0	0	0	0	0	-0,69	0	0	0	0	0	0	0	0
CG14823	0	0	0	0	0	0	0	-0,68	0	-0,61	0	0	0	0	0	0
CG2811	0	0	0	0	0	0	0	-0,68	0	0	0	-0,6	0	0	0	0
Galt	0	0	0	0	0	0	0	-0,68	0	0	0	0	0	0	0	0
Echs1	0	0	0	0	0	0	0	-0,67	0	0	0	0	0	0	0	0
CG11893	0	0	0	0	0	0	0	-0,67	0	0	0	0	0	0	0	0
CG7966	0	0	0	0	0	0	0	-0,67	0	-0,78	0	0	0	0	0	0
CG5493	0	0	0	0	0	0	0	-0,67	0	0	0	-0,89	0	0	0	0
Gk2	0	0	0	0	0	0	0	-0,66	0	0	0	0	0	0	0	0
