term_id	term_name	Dm_F_wh_L(up)	Dm_F_wh_L(down)	Dm_F_ov(up)	Dm_F_ov(down)	Dp_F_ab(up)	Dp_F_ab(down)	Dp_F_hd(up)	Dp_F_hd(down)	Dp_M_ab(up)	Dp_M_ab(down)	Dp_M_hd(up)	Dp_M_hd(down)	Dm_F_wh_D(up)	Dm_F_wh_D(down)	Dm_M_ts(up)	Dm_M_ts(down)	Af_F_wh(up)	Af_F_wh(down)
GO:0044550	secondary metabolite biosynthetic process	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
GO:0048789	cytoskeletal matrix organization at active zone	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:1903522	regulation of blood circulation	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0045104	intermediate filament cytoskeleton organization	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0032233	positive regulation of actin filament bundle assembly	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
GO:0031347	regulation of defense response	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:1990461	detoxification of iron ion	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045103	intermediate filament-based process	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0045213	neurotransmitter receptor metabolic process	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0050832	defense response to fungus	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0
GO:0030032	lamellipodium assembly	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0099509	regulation of presynaptic cytosolic calcium ion concentration	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0040003	chitin-based cuticle development	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0006583	melanin biosynthetic process from tyrosine	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0
GO:1905954	positive regulation of lipid localization	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0
GO:0060291	long-term synaptic potentiation	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006816	calcium ion transport	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0070593	dendrite self-avoidance	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035435	phosphate ion transmembrane transport	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0072347	response to anesthetic	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0110107	regulation of imaginal disc-derived wing vein specification	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0010648	negative regulation of cell communication	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0038066	p38MAPK cascade	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0023057	negative regulation of signaling	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0046661	male sex differentiation	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006817	phosphate ion transport	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0061059	positive regulation of peptidoglycan recognition protein signaling pathway	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0001744	insect visual primordium formation	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045739	positive regulation of DNA repair	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016139	glycoside catabolic process	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0097581	lamellipodium organization	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071697	ectodermal placode morphogenesis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071696	ectodermal placode development	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0060788	ectodermal placode formation	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019915	lipid storage	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0
GO:0046351	disaccharide biosynthetic process	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
GO:0050931	pigment cell differentiation	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0051208	sequestering of calcium ion	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
GO:0016137	glycoside metabolic process	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0035330	regulation of hippo signaling	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:0048066	developmental pigmentation	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0
GO:0120036	plasma membrane bounded cell projection organization	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
GO:0035147	branch fusion, open tracheal system	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008038	neuron recognition	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0035146	tube fusion	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006796	phosphate-containing compound metabolic process	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0
GO:0019400	alditol metabolic process	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0
GO:0006734	NADH metabolic process	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0
GO:0097720	calcineurin-mediated signaling	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042628	mating plug formation	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0
GO:0042810	pheromone metabolic process	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0
GO:0006096	glycolytic process	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
GO:0098754	detoxification	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
GO:0006072	glycerol-3-phosphate metabolic process	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
GO:0043622	cortical microtubule organization	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:2001236	regulation of extrinsic apoptotic signaling pathway	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071805	potassium ion transmembrane transport	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0097553	calcium ion transmembrane import into cytosol	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0018212	peptidyl-tyrosine modification	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
GO:0097577	sequestering of iron ion	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044057	regulation of system process	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0052646	alditol phosphate metabolic process	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
GO:0019184	nonribosomal peptide biosynthetic process	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0061817	endoplasmic reticulum-plasma membrane tethering	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0065008	regulation of biological quality	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0
GO:0007626	locomotory behavior	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0038063	collagen-activated tyrosine kinase receptor signaling pathway	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0038065	collagen-activated signaling pathway	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006880	intracellular sequestering of iron ion	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048621	post-embryonic digestive tract morphogenesis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071875	adrenergic receptor signaling pathway	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035418	protein localization to synapse	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0071880	adenylate cyclase-activating adrenergic receptor signaling pathway	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006793	phosphorus metabolic process	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0
GO:0080134	regulation of response to stress	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0085029	extracellular matrix assembly	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0
GO:0035329	hippo signaling	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:0090066	regulation of anatomical structure size	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0030388	fructose 1,6-bisphosphate metabolic process	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0048878	chemical homeostasis	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0
GO:0006757	ATP generation from ADP	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
GO:0018108	peptidyl-tyrosine phosphorylation	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
GO:0006813	potassium ion transport	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0030030	cell projection organization	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
GO:0010466	negative regulation of peptidase activity	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0010951	negative regulation of endopeptidase activity	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0006101	citrate metabolic process	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
GO:0090328	regulation of olfactory learning	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048513	animal organ development	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
GO:0033238	regulation of cellular amine metabolic process	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:1900544	positive regulation of purine nucleotide metabolic process	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:1903578	regulation of ATP metabolic process	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0048731	system development	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
GO:0090497	mesenchymal cell migration	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0001755	neural crest cell migration	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0014032	neural crest cell development	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0014033	neural crest cell differentiation	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0006538	glutamate catabolic process	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0046031	ADP metabolic process	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
GO:0061060	negative regulation of peptidoglycan recognition protein signaling pathway	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0046394	carboxylic acid biosynthetic process	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
GO:1905952	regulation of lipid localization	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0
GO:1900074	negative regulation of neuromuscular synaptic transmission	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016053	organic acid biosynthetic process	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0
GO:0023051	regulation of signaling	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
GO:0010646	regulation of cell communication	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
GO:0043473	pigmentation	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
GO:0022414	reproductive process	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0019953	sexual reproduction	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
GO:0007292	female gamete generation	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
GO:0022412	cellular process involved in reproduction in multicellular organism	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
GO:0007276	gamete generation	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
GO:0048609	multicellular organismal reproductive process	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
GO:0007338	single fertilization	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0009566	fertilization	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0000003	reproduction	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0
GO:0051301	cell division	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0006260	DNA replication	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0000278	mitotic cell cycle	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0006259	DNA metabolic process	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048477	oogenesis	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
GO:0007281	germ cell development	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
GO:0006270	DNA replication initiation	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0008354	germ cell migration	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0006261	DNA-templated DNA replication	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009790	embryo development	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
GO:0003006	developmental process involved in reproduction	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
GO:0032504	multicellular organism reproduction	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1
GO:0035044	sperm aster formation	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030953	astral microtubule organization	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
GO:0007346	regulation of mitotic cell cycle	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0009880	embryonic pattern specification	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0007350	blastoderm segmentation	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0006013	mannose metabolic process	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0
GO:0009948	anterior/posterior axis specification	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0007147	female meiosis II	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007280	pole cell migration	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071163	DNA replication preinitiation complex assembly	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007143	female meiotic nuclear division	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007351	tripartite regional subdivision	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0008595	anterior/posterior axis specification, embryo	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0007314	oocyte anterior/posterior axis specification	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0007051	spindle organization	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0000578	embryonic axis specification	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0009952	anterior/posterior pattern specification	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0045931	positive regulation of mitotic cell cycle	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007389	pattern specification process	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0008358	maternal determination of anterior/posterior axis, embryo	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:1905786	positive regulation of anaphase-promoting complex-dependent catabolic process	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:1904668	positive regulation of ubiquitin protein ligase activity	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:1905784	regulation of anaphase-promoting complex-dependent catabolic process	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0009994	oocyte differentiation	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0035282	segmentation	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0044786	cell cycle DNA replication	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0061983	meiosis II cell cycle process	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:1903047	mitotic cell cycle process	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0016477	cell migration	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
GO:0048599	oocyte development	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:1904666	regulation of ubiquitin protein ligase activity	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:1901987	regulation of cell cycle phase transition	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007028	cytoplasm organization	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0007278	pole cell fate determination	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0051443	positive regulation of ubiquitin-protein transferase activity	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003002	regionalization	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0009798	axis specification	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0007135	meiosis II	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033260	nuclear DNA replication	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007144	female meiosis I	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045450	bicoid mRNA localization	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:1901993	regulation of meiotic cell cycle phase transition	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0051445	regulation of meiotic cell cycle	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007309	oocyte axis specification	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0031122	cytoplasmic microtubule organization	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
GO:0007308	oocyte construction	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0035046	pronuclear migration	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044770	cell cycle phase transition	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0051276	chromosome organization	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0021700	developmental maturation	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0050794	regulation of cellular process	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0048870	cell motility	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
GO:0000226	microtubule cytoskeleton organization	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0051438	regulation of ubiquitin-protein transferase activity	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042987	amyloid precursor protein catabolic process	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0044771	meiotic cell cycle phase transition	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0007277	pole cell development	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0019318	hexose metabolic process	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0
GO:0000741	karyogamy	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007344	pronuclear fusion	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006997	nucleus organization	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0045448	mitotic cell cycle, embryonic	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0008219	cell death	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0
GO:0007315	pole plasm assembly	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0006281	DNA repair	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0005996	monosaccharide metabolic process	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0
GO:0007343	egg activation	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0007317	regulation of pole plasm oskar mRNA localization	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:0009263	deoxyribonucleotide biosynthetic process	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:1904580	regulation of intracellular mRNA localization	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:0042982	amyloid precursor protein metabolic process	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006913	nucleocytoplasmic transport	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0051169	nuclear transport	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0044093	positive regulation of molecular function	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
GO:0050789	regulation of biological process	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0009794	regulation of mitotic cell cycle, embryonic	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0060547	negative regulation of necrotic cell death	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035186	syncytial blastoderm mitotic cell cycle	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:1901990	regulation of mitotic cell cycle phase transition	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0001775	cell activation	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0032501	multicellular organismal process	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1
GO:0043085	positive regulation of catalytic activity	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
GO:0030261	chromosome condensation	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
GO:0033043	regulation of organelle organization	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
GO:0007275	multicellular organism development	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
GO:0009262	deoxyribonucleotide metabolic process	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0031398	positive regulation of protein ubiquitination	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031145	anaphase-promoting complex-dependent catabolic process	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006289	nucleotide-excision repair	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033301	cell cycle comprising mitosis without cytokinesis	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033036	macromolecule localization	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:1903322	positive regulation of protein modification by small protein conjugation or removal	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:1902969	mitotic DNA replication	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0007369	gastrulation	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0
GO:0007349	cellularization	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0110030	regulation of G2/MI transition of meiotic cell cycle	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:1901995	positive regulation of meiotic cell cycle phase transition	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0051081	nuclear membrane disassembly	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0110032	positive regulation of G2/MI transition of meiotic cell cycle	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0051078	meiotic nuclear membrane disassembly	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0007052	mitotic spindle organization	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030336	negative regulation of cell migration	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:2000146	negative regulation of cell motility	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0070727	cellular macromolecule localization	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0031109	microtubule polymerization or depolymerization	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006974	cellular response to DNA damage stimulus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0048469	cell maturation	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0009086	methionine biosynthetic process	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
GO:0045451	pole plasm oskar mRNA localization	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0006555	methionine metabolic process	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
GO:0051247	positive regulation of protein metabolic process	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1
GO:0044772	mitotic cell cycle phase transition	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0010389	regulation of G2/M transition of mitotic cell cycle	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:1902749	regulation of cell cycle G2/M phase transition	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0071695	anatomical structure maturation	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0042023	DNA endoreduplication	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0010623	programmed cell death involved in cell development	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
GO:1901693	negative regulation of compound eye retinal cell apoptotic process	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0006607	NLS-bearing protein import into nucleus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0002064	epithelial cell development	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
GO:0061162	establishment of monopolar cell polarity	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GO:0061339	establishment or maintenance of monopolar cell polarity	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
